#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4597 3.5228 1.5000 0.5411 0.341
  2 8.907040e+04 3.4868 3.5196 1.5000 0.5430 0.341
  3 1.850160e+05 3.5174 3.5160 1.4999 0.5453 0.341
  4 2.880850e+05 3.5510 3.5118 1.4998 0.5481 0.341
  5 3.978620e+05 3.5870 3.5073 1.4995 0.5515 0.341
  6 5.130600e+05 3.6242 3.5026 1.4986 0.5556 0.341
  7 6.315710e+05 3.6615 3.4978 1.4962 0.5604 0.341
  8 7.508340e+05 3.6977 3.4929 1.4898 0.5658 0.341
  9 8.683840e+05 3.7320 3.4873 1.4725 0.5717 0.341
 10 9.822950e+05 3.7637 3.4803 1.4196 0.5780 0.341
 11 1.088810e+06 3.7903 3.4612 0.5844 0.5844 0.341
