#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.8361 3.5449 3.0000 0.6318 0.338
  2 4.992660e+04 3.8538 3.5427 3.0000 0.6342 0.338
  3 1.082910e+05 3.8749 3.5404 3.0000 0.6374 0.338
  4 1.741590e+05 3.8978 3.5376 2.9999 0.6415 0.338
  5 2.445690e+05 3.9207 3.5347 2.9999 0.6464 0.338
  6 3.158890e+05 3.9420 3.5325 2.9998 0.6519 0.338
  7 3.855030e+05 3.9611 3.5301 2.9996 0.6576 0.338
  8 4.521490e+05 3.9779 3.5283 2.9994 0.6635 0.338
  9 5.154250e+05 3.9930 3.5264 2.9990 0.6694 0.338
 10 5.753260e+05 4.0065 3.5249 2.9986 0.6752 0.338
 11 6.320010e+05 4.0188 3.5233 2.9979 0.6810 0.338
 12 6.856500e+05 4.0302 3.5221 2.9971 0.6866 0.338
 13 7.364820e+05 4.0415 3.5205 2.9961 0.6921 0.338
 14 7.847020e+05 4.0533 3.5192 2.9948 0.6975 0.338
 15 8.304990e+05 4.0656 3.5176 2.9930 0.7027 0.403
 16 8.740470e+05 4.0747 3.5165 2.9909 0.7061 0.504
 17 9.178650e+05 4.0826 3.5153 2.9883 0.7085 0.631
 18 9.634730e+05 4.0899 3.5146 2.9851 0.7105 0.778
 19 1.010780e+06 4.0970 3.5133 2.9811 0.7121 0.939
 20 1.059340e+06 4.1040 3.5127 2.9761 0.7134 1.110
 21 1.108660e+06 4.1111 3.5120 2.9757 0.7145 1.285
 22 1.158390e+06 4.1182 3.5109 2.9752 0.7154 1.462
 23 1.208280e+06 4.1256 3.5103 2.9747 0.7163 1.639
 24 1.258160e+06 4.1332 3.5092 2.9741 0.7170 1.815
 25 1.307920e+06 4.1411 3.5085 2.9734 0.7178 1.988
 26 1.357490e+06 4.1492 3.5076 2.9726 0.7185 2.158
 27 1.406830e+06 4.1576 3.5065 2.9718 0.7192 2.325
 28 1.455890e+06 4.1663 3.5052 2.9708 0.7199 2.489
 29 1.504680e+06 4.1751 3.5045 2.9698 0.7205 2.649
 30 1.553180e+06 4.1843 3.5032 2.9686 0.7212 2.807
 31 1.601380e+06 4.1936 3.5023 2.9673 0.7219 2.961
 32 1.649280e+06 4.2031 3.5011 2.9660 0.7225 3.112
 33 1.696880e+06 4.2127 3.4998 2.9645 0.7232 3.261
 34 1.744180e+06 4.2225 3.4985 2.9628 0.7239 3.406
 35 1.791170e+06 4.2324 3.4972 2.9611 0.7245 3.549
 36 1.837860e+06 4.2425 3.4959 2.9592 0.7252 3.689
 37 1.884250e+06 4.2526 3.4950 2.9571 0.7259 3.826
 38 1.930340e+06 4.2626 3.4936 2.9537 0.7265 3.961
 39 1.976130e+06 4.2707 3.4922 2.9354 0.7272 4.093
 40 2.021660e+06 4.2720 3.4903 2.8714 0.7278 4.224
 41 2.066910e+06 4.2672 3.4877 2.7650 0.7286 4.358
 42 2.111710e+06 4.2560 3.4845 2.6157 0.7295 4.493
 43 2.155840e+06 4.2376 3.4802 2.4166 0.7305 4.630
 44 2.198940e+06 4.2105 3.4736 2.1508 0.7319 4.768
 45 2.240520e+06 4.1656 3.4611 1.7048 0.7338 4.898
