#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1826 3.5298 4.0000 0.8177 0.344
  2 7.990610e+03 4.1960 3.5283 3.9999 0.8188 0.347
  3 1.706220e+04 4.2089 3.5265 3.9997 0.8195 0.354
  4 2.719740e+04 4.2217 3.5251 3.9994 0.8202 0.364
  5 3.837000e+04 4.2340 3.5234 3.9991 0.8208 0.379
  6 5.045600e+04 4.2456 3.5222 3.9985 0.8213 0.397
  7 6.329290e+04 4.2561 3.5210 3.9977 0.8217 0.420
  8 7.671990e+04 4.2656 3.5196 3.9966 0.8221 0.447
  9 9.059840e+04 4.2739 3.5187 3.9953 0.8224 0.476
 10 1.048180e+05 4.2814 3.5175 3.9936 0.8227 0.508
 11 1.192940e+05 4.2880 3.5168 3.9916 0.8229 0.542
 12 1.339650e+05 4.2940 3.5162 3.9891 0.8231 0.579
 13 1.487850e+05 4.2994 3.5151 3.9863 0.8233 0.616
 14 1.637230e+05 4.3045 3.5146 3.9830 0.8234 0.655
 15 1.787560e+05 4.3092 3.5141 3.9792 0.8236 0.695
 16 1.938670e+05 4.3138 3.5136 3.9749 0.8237 0.736
 17 2.090460e+05 4.3181 3.5126 3.9700 0.8238 0.777
 18 2.242840e+05 4.3224 3.5121 3.9645 0.8240 0.820
 19 2.395760e+05 4.3265 3.5117 3.9582 0.8241 0.864
 20 2.549170e+05 4.3306 3.5111 3.9510 0.8242 0.908
 21 2.703050e+05 4.3346 3.5102 3.9429 0.8243 0.953
 22 2.857390e+05 4.3388 3.5098 3.9396 0.8244 0.999
 23 3.012110e+05 4.3431 3.5093 3.9358 0.8246 0.060
 24 3.167210e+05 4.3472 3.5084 3.9276 0.8247 0.110
 25 3.322720e+05 4.3510 3.5078 3.9141 0.8248 0.161
 26 3.478660e+05 4.3546 3.5073 3.8986 0.8249 0.212
 27 3.635040e+05 4.3582 3.5062 3.8805 0.8250 0.265
 28 3.791840e+05 4.3615 3.5056 3.8592 0.8252 0.318
 29 3.949090e+05 4.3645 3.5044 3.8340 0.8253 0.372
 30 4.106790e+05 4.3672 3.5038 3.8039 0.8254 0.427
 31 4.264980e+05 4.3693 3.5026 3.7676 0.8256 0.484
 32 4.423660e+05 4.3706 3.5017 3.7232 0.8257 0.542
 33 4.582880e+05 4.3711 3.5004 3.6676 0.8258 0.602
 34 4.742670e+05 4.3701 3.4988 3.5962 0.8260 0.664
 35 4.903080e+05 4.3671 3.4967 3.4999 0.8262 0.729
 36 5.064180e+05 4.3606 3.4943 3.3580 0.8264 0.798
 37 5.226060e+05 4.3449 3.4890 3.0944 0.8266 0.874
 38 5.388990e+05 4.2711 3.4533 1.7140 0.8269 0.976
