#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2171 3.5604 1.3000 0.5211 0.364
  2 1.517210e+05 3.2567 3.5566 1.3000 0.5228 0.364
  3 3.199550e+05 3.3022 3.5520 1.3000 0.5249 0.364
  4 5.051240e+05 3.3533 3.5466 1.3000 0.5277 0.364
  5 7.053020e+05 3.4084 3.5410 1.3000 0.5313 0.364
  6 9.156350e+05 3.4654 3.5349 1.2999 0.5356 0.364
  7 1.129260e+06 3.5216 3.5288 1.2995 0.5409 0.364
  8 1.339450e+06 3.5750 3.5227 1.2979 0.5468 0.364
  9 1.541340e+06 3.6241 3.5168 1.2926 0.5534 0.364
 10 1.732270e+06 3.6686 3.5112 1.2752 0.5605 0.364
 11 1.911170e+06 3.7086 3.5029 1.2088 0.5680 0.364
 12 2.048560e+06 3.7327 3.4881 0.5736 0.5736 0.364
