#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.3141 3.5360 5.0000 0.8933 0.349
  2 3.605830e+03 4.3350 3.5333 5.0000 0.8940 0.351
  3 7.557230e+03 4.3550 3.5312 4.9999 0.8945 0.353
  4 1.186700e+04 4.3743 3.5286 4.9997 0.8949 0.357
  5 1.654320e+04 4.3929 3.5262 4.9995 0.8953 0.362
  6 2.155990e+04 4.4104 3.5244 4.9990 0.8956 0.367
  7 2.687440e+04 4.4266 3.5222 4.9984 0.8959 0.371
  8 3.243890e+04 4.4414 3.5206 4.9973 0.8962 0.367
  9 3.820750e+04 4.4548 3.5188 4.9958 0.8964 0.351
 10 4.414060e+04 4.4667 3.5170 4.9936 0.8966 0.321
 11 5.020490e+04 4.4773 3.5159 4.9907 0.8967 0.278
 12 5.637420e+04 4.4868 3.5145 4.9868 0.8969 0.228
 13 6.262820e+04 4.4951 3.5135 4.9819 0.8970 0.177
 14 6.895150e+04 4.5025 3.5122 4.9757 0.8971 0.132
 15 7.533260e+04 4.5091 3.5115 4.9682 0.8972 0.099
 16 8.176320e+04 4.5150 3.5108 4.9591 0.8973 0.080
 17 8.823730e+04 4.5202 3.5097 4.9482 0.8974 0.071
 18 9.475080e+04 4.5248 3.5091 4.9355 0.8975 0.069
 19 1.013010e+05 4.5288 3.5085 4.9207 0.8975 0.068
 20 1.078860e+05 4.5324 3.5075 4.9035 0.8976 0.069
 21 1.145060e+05 4.5355 3.5070 4.8836 0.8977 0.069
 22 1.211590e+05 4.5382 3.5060 4.8609 0.8978 0.070
 23 1.278470e+05 4.5403 3.5054 4.8346 0.8979 0.071
 24 1.345710e+05 4.5421 3.5049 4.8045 0.8979 0.073
 25 1.413310e+05 4.5432 3.5040 4.7698 0.8980 0.074
 26 1.481310e+05 4.5437 3.5033 4.7299 0.8981 0.075
 27 1.549710e+05 4.5436 3.5023 4.6838 0.8982 0.077
 28 1.618560e+05 4.5428 3.5017 4.6301 0.8982 0.078
 29 1.687880e+05 4.5410 3.5007 4.5674 0.8983 0.080
 30 1.757710e+05 4.5381 3.4999 4.4930 0.8984 0.083
 31 1.828110e+05 4.5339 3.4986 4.4033 0.8985 0.085
 32 1.899130e+05 4.5277 3.4973 4.2920 0.8985 0.089
 33 1.970860e+05 4.5187 3.4956 4.1478 0.8986 0.095
 34 2.043400e+05 4.5048 3.4930 3.9451 0.8987 0.106
 35 2.116940e+05 4.4790 3.4884 3.5909 0.8988 0.138
 36 2.191880e+05 4.4046 3.4677 2.4637 0.8989 0.187
