2950 0.000 0.000
3000 0.131 0.780
3050 0.260 1.550
3100 0.384 2.290
3150 0.502 2.990
3200 0.609 3.630
3250 0.703 4.190
3300 0.784 4.670
3350 0.852 5.080
3400 0.911 5.430
3450 0.958 5.710
3500 0.990 5.900
3550 1.000 5.960
3600 0.995 5.930
3650 0.978 5.830
3700 0.946 5.640
3750 0.862 5.140
3800 0.705 4.200
3850 0.492 2.930
3900 0.297 1.770
3950 0.154 0.920
4000 0.067 0.400
4050 0.023 0.140
4100 0.005 0.030
4150 0.000 0.000
