#n   age/yr      logL   logTef grav    logTc  logrho Xc     Yc     Xc_C   Xc_O   Q_conv Q_disc L_H/L Q1_H Q2_H L_He/L Q1_He Q2_He L_C/L L_nu/L Q_Tmax phase
#(1) (2)         (3)    (4)    (5)     (6)    (7)    (8)    (9)    (10)   (11)   (12)   (13)   (14) (15)  (16) (17)   (18)  (19)  (20)  (21)   (22)   (23) 
  1 0.000000e+00 1.6050 4.0509 3.7955  8.0768 4.2485 0.0000 0.9626 0.0371 0.0002 0.000 0.780  0.391 0.755 0.905 0.614 0.000 0.093 0.000 0.000 0.000 bcheb
  2 7.424824e+06 1.6011 4.0509 3.7994  8.0824 4.2354 0.0000 0.8541 0.1400 0.0058 0.282 0.825  0.334 0.884 0.905 0.673 0.000 0.093 0.000 0.000 0.000 tmaxcheb
  3 3.207406e+07 1.6075 4.0415 3.7554  8.1008 4.1993 0.0000 0.5685 0.3708 0.0606 0.329 0.849  0.196 0.755 0.881 0.811 0.000 0.114 0.000 0.001 0.000 
  4 4.024386e+07 1.6174 4.0317 3.7063  8.1083 4.1950 0.0000 0.4747 0.4315 0.0937 0.328 0.852  0.157 0.755 0.880 0.851 0.000 0.129 0.000 0.001 0.000 
  5 4.700473e+07 1.6278 4.0219 3.6567  8.1150 4.1932 0.0000 0.4021 0.4704 0.1274 0.326 0.854  0.131 0.756 0.878 0.877 0.000 0.129 0.000 0.001 0.000 
  6 5.276235e+07 1.6388 4.0119 3.6057  8.1216 4.1943 0.0000 0.3401 0.4970 0.1628 0.323 0.855  0.112 0.756 0.875 0.894 0.000 0.129 0.000 0.001 0.000 
  7 5.774471e+07 1.6502 4.0018 3.5539  8.1282 4.1985 0.0000 0.2858 0.5143 0.1998 0.321 0.857  0.099 0.756 0.872 0.908 0.000 0.144 0.000 0.001 0.000 
  8 6.250820e+07 1.6616 3.9921 3.5037  8.1348 4.2049 0.0000 0.2390 0.5224 0.2384 0.322 0.857  0.089 0.756 0.871 0.915 0.000 0.144 0.000 0.001 0.000 
  9 6.670026e+07 1.6728 3.9825 3.4541  8.1418 4.2140 0.0000 0.1972 0.5242 0.2784 0.321 0.857  0.083 0.756 0.868 0.925 0.000 0.144 0.000 0.001 0.000 
 10 7.172780e+07 1.6858 3.9727 3.4019  8.1500 4.2263 0.0000 0.1567 0.5132 0.3301 0.317 0.858  0.079 0.756 0.867 0.926 0.000 0.159 0.000 0.002 0.000 
