#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.3955 3.5570 4.0000 0.9429 0.349
  2 2.541420e+03 4.4151 3.5550 3.9994 0.9437 0.354
  3 5.467110e+03 4.4340 3.5528 3.9983 0.9442 0.364
  4 8.775220e+03 4.4525 3.5507 3.9964 0.9446 0.379
  5 1.244070e+04 4.4699 3.5486 3.9931 0.9449 0.398
  6 1.640050e+04 4.4856 3.5466 3.9878 0.9452 0.421
  7 2.058440e+04 4.4992 3.5448 3.9794 0.9454 0.444
  8 2.493130e+04 4.5106 3.5430 3.9671 0.9455 0.458
  9 2.939420e+04 4.5199 3.5413 3.9496 0.9456 0.457
 10 3.394020e+04 4.5272 3.5397 3.9258 0.9457 0.439
 11 3.854710e+04 4.5325 3.5380 3.8940 0.9458 0.409
 12 4.320120e+04 4.5358 3.5367 3.8523 0.9458 0.375
 13 4.789470e+04 4.5373 3.5354 3.7987 0.9459 0.344
 14 5.262390e+04 4.5368 3.5340 3.7299 0.9459 0.323
 15 5.738820e+04 4.5339 3.5321 3.6396 0.9459 0.317
 16 6.218970e+04 4.5275 3.5303 3.5125 0.9460 0.337
 17 6.703450e+04 4.5152 3.5274 3.3146 0.9460 0.385
 18 7.193450e+04 4.4846 3.5209 2.8558 0.9460 0.448
 19 7.693010e+04 4.4368 3.5065 1.9513 0.9462 0.535
