#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.0092 3.5536 2.0000 0.6937 0.327
  2 3.174100e+04 4.0187 3.5524 1.9950 0.6965 0.375
  3 7.246280e+04 4.0290 3.5504 1.9862 0.6995 0.511
  4 1.195560e+05 4.0396 3.5473 1.9703 0.7028 0.775
  5 1.703590e+05 4.0491 3.5421 1.9393 0.7062 1.173
  6 2.225620e+05 4.0574 3.5067 1.9388 0.7095 1.667
  7 2.746000e+05 4.0643 3.4900 1.9378 0.7126 2.209
  8 3.260880e+05 4.0702 3.4805 1.9362 0.7155 2.760
  9 3.767090e+05 4.0755 3.4730 1.9339 0.7183 3.292
 10 4.263160e+05 4.0803 3.4671 1.9307 0.7211 3.790
 11 4.748330e+05 4.0849 3.4627 1.9268 0.7237 4.252
 12 5.222280e+05 4.0892 3.4585 1.9220 0.7263 4.681
 13 5.684890e+05 4.0935 3.4545 1.9162 0.7289 5.079
 14 6.136160e+05 4.0976 3.4513 1.9096 0.7314 5.448
 15 6.576160e+05 4.1017 3.4481 1.9021 0.7340 5.792
 16 7.005010e+05 4.1058 3.4448 1.8938 0.7365 6.112
 17 7.422850e+05 4.1099 3.4420 1.8847 0.7390 6.410
 18 7.829830e+05 4.1139 3.4397 1.8747 0.7416 6.690
 19 8.226130e+05 4.1180 3.4369 1.8641 0.7441 6.952
 20 8.611920e+05 4.1220 3.4345 1.8527 0.7467 7.198
 21 8.987360e+05 4.1260 3.4320 1.8407 0.7492 7.427
 22 9.352790e+05 4.1301 3.4299 1.8282 0.7518 7.644
 23 9.708280e+05 4.1341 3.4275 1.8150 0.7544 7.848
 24 1.005400e+06 4.1382 3.4254 1.8014 0.7570 8.041
 25 1.039010e+06 4.1423 3.4232 1.7873 0.7596 8.224
 26 1.071680e+06 4.1464 3.4211 1.7727 0.7622 8.396
 27 1.103430e+06 4.1505 3.4189 1.7578 0.7649 8.560
 28 1.134270e+06 4.1546 3.4167 1.7422 0.7675 8.715
 29 1.164220e+06 4.1588 3.4140 1.7127 0.7702 8.863
 30 1.193310e+06 4.1630 3.3956 1.3941 0.7730 8.988
