#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.3013 3.5565 3.5000 0.8811 0.345
  2 4.785350e+03 4.3156 3.5550 3.4993 0.8823 0.358
  3 1.072800e+04 4.3297 3.5533 3.4980 0.8829 0.383
  4 1.771360e+04 4.3436 3.5515 3.4960 0.8834 0.419
  5 2.548010e+04 4.3562 3.5496 3.4928 0.8838 0.465
  6 3.374360e+04 4.3671 3.5478 3.4880 0.8840 0.519
  7 4.229880e+04 4.3761 3.5461 3.4814 0.8842 0.579
  8 5.102140e+04 4.3834 3.5444 3.4726 0.8843 0.641
  9 5.984270e+04 4.3894 3.5427 3.4612 0.8844 0.707
 10 6.872600e+04 4.3942 3.5410 3.4466 0.8845 0.774
 11 7.765260e+04 4.3981 3.5396 3.4284 0.8845 0.843
 12 8.661310e+04 4.4012 3.5378 3.4055 0.8846 0.914
 13 9.560350e+04 4.4034 3.5356 3.3757 0.8846 0.986
 14 1.046230e+05 4.4061 3.5317 3.3598 0.8846 1.060
 15 1.136640e+05 4.4094 3.5075 3.3597 0.8847 1.133
 16 1.227170e+05 4.4126 3.4984 3.3596 0.8847 1.207
 17 1.317870e+05 4.4151 3.4930 3.3481 0.8847 1.282
 18 1.408770e+05 4.4172 3.4892 3.3328 0.8848 1.358
 19 1.499870e+05 4.4190 3.4857 3.3144 0.8848 1.435
 20 1.591190e+05 4.4204 3.4828 3.2922 0.8849 1.513
 21 1.682740e+05 4.4217 3.4799 3.2671 0.8849 1.592
 22 1.774520e+05 4.4226 3.4774 3.2389 0.8850 1.672
 23 1.866550e+05 4.4232 3.4750 3.2071 0.8850 1.754
 24 1.958850e+05 4.4234 3.4725 3.1701 0.8851 1.838
 25 2.051440e+05 4.4231 3.4699 3.1274 0.8852 1.923
 26 2.144320e+05 4.4222 3.4671 3.0793 0.8852 2.012
 27 2.237520e+05 4.4209 3.4643 3.0248 0.8853 2.103
 28 2.331050e+05 4.4188 3.4616 2.9627 0.8854 2.198
 29 2.424910e+05 4.4159 3.4583 2.8911 0.8856 2.297
 30 2.519090e+05 4.4121 3.4552 2.8076 0.8857 2.401
 31 2.613590e+05 4.4069 3.4513 2.7085 0.8859 2.512
 32 2.708330e+05 4.4001 3.4466 2.5869 0.8862 2.631
 33 2.803220e+05 4.3906 3.4406 2.4278 0.8865 2.761
 34 2.898020e+05 4.3783 3.4331 2.2181 0.8870 2.906
 35 2.992170e+05 4.3617 3.4228 1.9097 0.8876 3.071
 36 3.084660e+05 4.3396 3.4204 1.3030 0.8888 3.240
