 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.510  3.586  4.891  6.934  1.842  0.700 3.24E-3 9.15E-3 0.0462 0.3351 -1.509 0.0000 0.0287  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 *********** -1.510  3.586  4.889  6.933  1.842  0.698 3.24E-3 9.15E-3 0.0343 0.3733 -1.507 0.0000 0.0287  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 7.30498E+09 -1.487  3.587  4.873  6.929  1.870  0.641 3.07E-3 9.15E-3 0.0000 0.5048 -1.487 0.0000 0.0238  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
