 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.634  3.577  4.928  6.923  1.864  0.705 3.25E-3 9.15E-3 0.1036 0.2224 -1.628 0.0000 0.0247  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 6.50945E+08 -1.621  3.577  4.913  6.919  1.840  0.698 3.25E-3 9.15E-3 0.1149 0.2536 -1.618 0.0000 0.0303  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.93235E+10 -1.594  3.579  4.896  6.921  1.898  0.600 3.06E-3 9.15E-3 0.0000 0.3233 -1.594 0.0000 0.0088  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.42319E+10 -1.589  3.579  4.893  6.924  1.917  0.571 2.98E-3 9.15E-3 0.0000 0.3468 -1.589 0.0000 0.0088  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
