 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -2.050  3.551  5.038  6.862  2.111  0.708 3.26E-3 9.15E-3 0.0000 0.0000 -2.050 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 9.75133E+09 -2.014  3.552  5.003  6.849  2.060  0.700 3.26E-3 9.15E-3 0.0000 0.0000 -2.013 0.0000 0.0108  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.57528E+10 -1.992  3.552  4.984  6.843  2.031  0.692 3.26E-3 9.15E-3 0.0000 0.0000 -1.992 0.0000 0.0206  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
