#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1124 3.5150 4.0000 0.7591 0.350
  2 1.188550e+04 4.1206 3.5141 4.0000 0.7604 0.351
  3 2.494610e+04 4.1286 3.5132 3.9999 0.7614 0.354
  4 3.919400e+04 4.1364 3.5120 3.9998 0.7623 0.359
  5 5.466810e+04 4.1440 3.5111 3.9997 0.7631 0.367
  6 7.131120e+04 4.1513 3.5102 3.9996 0.7639 0.377
  7 8.900680e+04 4.1581 3.5094 3.9994 0.7645 0.390
  8 1.076120e+05 4.1644 3.5086 3.9992 0.7651 0.405
  9 1.269800e+05 4.1701 3.5078 3.9989 0.7657 0.423
 10 1.469730e+05 4.1753 3.5071 3.9987 0.7661 0.443
 11 1.674720e+05 4.1801 3.5063 3.9983 0.7665 0.465
 12 1.883750e+05 4.1845 3.5056 3.9979 0.7668 0.489
 13 2.096000e+05 4.1887 3.5049 3.9974 0.7671 0.514
 14 2.310800e+05 4.1927 3.5042 3.9969 0.7674 0.540
 15 2.527640e+05 4.1966 3.5034 3.9963 0.7676 0.568
 16 2.746110e+05 4.2004 3.5027 3.9957 0.7678 0.596
 17 2.965900e+05 4.2043 3.5019 3.9949 0.7679 0.625
 18 3.186750e+05 4.2082 3.5015 3.9941 0.7681 0.654
 19 3.408490e+05 4.2122 3.5008 3.9932 0.7682 0.684
 20 3.630970e+05 4.2162 3.5001 3.9922 0.7684 0.714
 21 3.854080e+05 4.2204 3.4992 3.9910 0.7685 0.745
 22 4.077730e+05 4.2247 3.4983 3.9896 0.7686 0.776
 23 4.301850e+05 4.2291 3.4977 3.9881 0.7687 0.808
 24 4.526400e+05 4.2337 3.4969 3.9864 0.7689 0.840
 25 4.751340e+05 4.2384 3.4959 3.9844 0.7690 0.872
 26 4.976640e+05 4.2431 3.4950 3.9821 0.7691 0.904
 27 5.202210e+05 4.2480 3.4941 3.9794 0.7692 0.936
 28 5.428100e+05 4.2531 3.4928 3.9763 0.7693 0.969
 29 5.654290e+05 4.2583 3.4913 3.9749 0.7694 1.002
 30 5.880740e+05 4.2637 3.4767 3.9745 0.7695 1.036
 31 6.107450e+05 4.2692 3.4475 3.9739 0.7696 1.069
 32 6.334400e+05 4.2748 3.4390 3.9729 0.7697 1.103
 33 6.561600e+05 4.2806 3.4341 3.9718 0.7699 1.137
 34 6.789020e+05 4.2864 3.4304 3.9706 0.7700 1.171
 35 7.016670e+05 4.2924 3.4274 3.9693 0.7701 1.205
 36 7.244530e+05 4.2957 3.4240 3.9247 0.7702 1.240
 37 7.473040e+05 4.2983 3.4204 3.8692 0.7703 1.276
 38 7.702120e+05 4.3000 3.4171 3.8050 0.7705 1.313
 39 7.931740e+05 4.3007 3.4136 3.7302 0.7706 1.351
 40 8.161880e+05 4.3001 3.4096 3.6422 0.7708 1.391
 41 8.392470e+05 4.2980 3.4054 3.5360 0.7709 1.431
 42 8.623390e+05 4.2934 3.4010 3.4022 0.7712 1.474
 43 8.854410e+05 4.2860 3.3952 3.2343 0.7714 1.519
 44 9.084990e+05 4.2743 3.3879 3.0108 0.7718 1.567
 45 9.314180e+05 4.2549 3.3763 2.6731 0.7723 1.619
 46 9.540060e+05 4.2105 3.3451 1.8281 0.7731 1.661
