#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.1208 3.5704 2.1000 0.4965 0.336
  2 1.312630e+05 3.1361 3.5690 2.1000 0.4972 0.336
  3 2.661210e+05 3.1527 3.5675 2.1000 0.4979 0.336
  4 4.047960e+05 3.1707 3.5656 2.1000 0.4988 0.336
  5 5.474900e+05 3.1899 3.5637 2.1000 0.4998 0.336
  6 6.943710e+05 3.2105 3.5618 2.1000 0.5009 0.336
  7 8.455480e+05 3.2325 3.5598 2.1000 0.5021 0.336
  8 1.001040e+06 3.2559 3.5576 2.1000 0.5035 0.336
  9 1.160760e+06 3.2807 3.5552 2.1000 0.5051 0.336
 10 1.324470e+06 3.3068 3.5527 2.1000 0.5069 0.336
 11 1.491740e+06 3.3342 3.5501 2.1000 0.5089 0.336
 12 1.661960e+06 3.3628 3.5473 2.1000 0.5112 0.336
 13 1.834330e+06 3.3922 3.5441 2.1000 0.5138 0.336
 14 2.007840e+06 3.4224 3.5411 2.1000 0.5167 0.336
 15 2.181370e+06 3.4531 3.5381 2.1000 0.5198 0.336
 16 2.353730e+06 3.4839 3.5346 2.1000 0.5233 0.336
 17 2.523740e+06 3.5146 3.5315 2.1000 0.5272 0.336
 18 2.690310e+06 3.5450 3.5284 2.1000 0.5313 0.336
 19 2.852500e+06 3.5748 3.5250 2.1000 0.5358 0.336
 20 3.009550e+06 3.6037 3.5220 2.1000 0.5405 0.336
 21 3.160910e+06 3.6317 3.5187 2.1000 0.5455 0.336
 22 3.306190e+06 3.6586 3.5159 2.0999 0.5507 0.336
 23 3.445200e+06 3.6844 3.5128 2.0998 0.5561 0.336
 24 3.577860e+06 3.7090 3.5102 2.0997 0.5616 0.336
 25 3.704190e+06 3.7324 3.5074 2.0995 0.5673 0.336
 26 3.824320e+06 3.7547 3.5049 2.0991 0.5732 0.336
 27 3.938410e+06 3.7758 3.5023 2.0984 0.5790 0.336
 28 4.046680e+06 3.7959 3.5000 2.0974 0.5850 0.336
 29 4.149380e+06 3.8150 3.4976 2.0958 0.5909 0.336
 30 4.246750e+06 3.8332 3.4955 2.0934 0.5969 0.336
 31 4.339080e+06 3.8504 3.4932 2.0896 0.6029 0.336
 32 4.426640e+06 3.8667 3.4908 2.0840 0.6088 0.351
 33 4.509700e+06 3.8808 3.4889 2.0759 0.6140 0.376
 34 4.589360e+06 3.8933 3.4869 2.0642 0.6187 0.409
 35 4.666480e+06 3.9045 3.4847 2.0472 0.6230 0.448
 36 4.741460e+06 3.9149 3.4819 2.0219 0.6270 0.490
 37 4.814460e+06 3.9247 3.4790 1.9812 0.6309 0.535
 38 4.885460e+06 3.9340 3.4748 1.9058 0.6348 0.579
 39 4.954340e+06 3.9432 3.4590 1.5906 0.6387 0.606
 40 4.992710e+06 3.9336 3.4554 0.6402 0.6402 0.606
