#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2782 3.5458 1.8000 0.5153 0.337
  2 1.115720e+05 3.2993 3.5438 1.8000 0.5165 0.337
  3 2.282750e+05 3.3227 3.5415 1.8000 0.5178 0.337
  4 3.504100e+05 3.3481 3.5389 1.8000 0.5193 0.337
  5 4.781350e+05 3.3755 3.5359 1.8000 0.5211 0.337
  6 6.113850e+05 3.4048 3.5328 1.8000 0.5232 0.337
  7 7.497910e+05 3.4356 3.5296 1.8000 0.5256 0.337
  8 8.926210e+05 3.4678 3.5259 1.8000 0.5284 0.337
  9 1.038770e+06 3.5008 3.5224 1.8000 0.5315 0.337
 10 1.186810e+06 3.5342 3.5185 1.8000 0.5351 0.337
 11 1.335130e+06 3.5674 3.5147 1.7999 0.5390 0.337
 12 1.482110e+06 3.6000 3.5111 1.7999 0.5434 0.337
 13 1.626260e+06 3.6316 3.5073 1.7997 0.5481 0.337
 14 1.766380e+06 3.6619 3.5036 1.7993 0.5532 0.337
 15 1.901580e+06 3.6906 3.5004 1.7985 0.5585 0.337
 16 2.031280e+06 3.7177 3.4970 1.7971 0.5640 0.337
 17 2.155180e+06 3.7432 3.4937 1.7942 0.5698 0.337
 18 2.273150e+06 3.7671 3.4904 1.7891 0.5756 0.337
 19 2.385260e+06 3.7895 3.4872 1.7798 0.5816 0.337
 20 2.491630e+06 3.8105 3.4837 1.7629 0.5877 0.337
 21 2.592480e+06 3.8302 3.4798 1.7301 0.5938 0.337
 22 2.688080e+06 3.8487 3.4742 1.6540 0.5998 0.337
 23 2.778220e+06 3.8554 3.4438 0.6014 0.6014 0.337
