#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.8585 3.4906 3.0000 0.6346 0.353
  2 2.494520e+04 3.8716 3.4891 3.0000 0.6362 0.354
  3 5.102950e+04 3.8840 3.4873 2.9999 0.6375 0.355
  4 7.843020e+04 3.8962 3.4858 2.9999 0.6387 0.359
  5 1.072330e+05 3.9081 3.4840 2.9998 0.6400 0.363
  6 1.373950e+05 3.9194 3.4827 2.9997 0.6411 0.369
  7 1.688070e+05 3.9301 3.4811 2.9995 0.6423 0.377
  8 2.013280e+05 3.9400 3.4797 2.9993 0.6434 0.387
  9 2.348140e+05 3.9491 3.4786 2.9991 0.6445 0.399
 10 2.691220e+05 3.9572 3.4774 2.9987 0.6456 0.413
 11 3.041270e+05 3.9645 3.4764 2.9983 0.6467 0.428
 12 3.397150e+05 3.9710 3.4753 2.9978 0.6477 0.446
 13 3.757910e+05 3.9767 3.4742 2.9972 0.6487 0.464
 14 4.122730e+05 3.9818 3.4733 2.9964 0.6497 0.484
 15 4.490890e+05 3.9863 3.4730 2.9956 0.6507 0.506
 16 4.861810e+05 3.9904 3.4723 2.9947 0.6517 0.528
 17 5.234970e+05 3.9940 3.4716 2.9936 0.6527 0.552
 18 5.609930e+05 3.9972 3.4709 2.9924 0.6537 0.577
 19 5.986320e+05 4.0002 3.4706 2.9911 0.6547 0.602
 20 6.363800e+05 4.0030 3.4700 2.9896 0.6557 0.628
 21 6.742070e+05 4.0056 3.4694 2.9881 0.6567 0.654
 22 7.120860e+05 4.0080 3.4692 2.9864 0.6577 0.681
 23 7.499930e+05 4.0103 3.4685 2.9845 0.6587 0.708
 24 7.879050e+05 4.0126 3.4684 2.9826 0.6597 0.736
 25 8.258020e+05 4.0151 3.4681 2.9805 0.6608 0.763
 26 8.636620e+05 4.0178 3.4674 2.9782 0.6618 0.791
 27 9.014690e+05 4.0208 3.4672 2.9757 0.6628 0.819
 28 9.392040e+05 4.0240 3.4668 2.9730 0.6639 0.846
 29 9.768490e+05 4.0274 3.4664 2.9700 0.6649 0.874
 30 1.014390e+06 4.0311 3.4659 2.9667 0.6660 0.902
 31 1.051810e+06 4.0350 3.4654 2.9631 0.6671 0.929
 32 1.089090e+06 4.0391 3.4648 2.9589 0.6682 0.957
 33 1.126220e+06 4.0435 3.4643 2.9573 0.6693 0.985
 34 1.163180e+06 4.0482 3.4631 2.9553 0.6704 1.013
 35 1.199970e+06 4.0527 3.4175 2.9307 0.6715 1.040
 36 1.236610e+06 4.0571 3.4040 2.8859 0.6726 1.068
 37 1.272920e+06 4.0607 3.3962 2.8049 0.6739 1.095
 38 1.308730e+06 4.0637 3.3884 2.6910 0.6753 1.121
 39 1.343750e+06 4.0657 3.3789 2.5307 0.6769 1.145
 40 1.377690e+06 4.0653 3.3642 2.2559 0.6789 1.165
 41 1.410210e+06 4.0539 3.3233 1.0612 0.6817 1.165
