#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1406 3.4817 4.0000 0.7699 0.356
  2 8.080690e+03 4.1487 3.4805 3.9998 0.7711 0.356
  3 1.659110e+04 4.1563 3.4796 3.9996 0.7719 0.357
  4 2.560380e+04 4.1635 3.4784 3.9994 0.7727 0.358
  5 3.517120e+04 4.1705 3.4775 3.9991 0.7735 0.361
  6 4.529650e+04 4.1771 3.4767 3.9986 0.7741 0.363
  7 5.595150e+04 4.1832 3.4759 3.9981 0.7747 0.367
  8 6.708980e+04 4.1888 3.4747 3.9975 0.7752 0.371
  9 7.865600e+04 4.1940 3.4741 3.9968 0.7757 0.376
 10 9.059250e+04 4.1986 3.4736 3.9959 0.7761 0.382
 11 1.028440e+05 4.2027 3.4730 3.9949 0.7764 0.388
 12 1.153600e+05 4.2065 3.4724 3.9938 0.7767 0.395
 13 1.280950e+05 4.2099 3.4719 3.9925 0.7769 0.402
 14 1.410110e+05 4.2130 3.4714 3.9911 0.7771 0.410
 15 1.540740e+05 4.2158 3.4710 3.9896 0.7773 0.418
 16 1.672580e+05 4.2185 3.4705 3.9880 0.7774 0.426
 17 1.805410e+05 4.2210 3.4701 3.9861 0.7775 0.435
 18 1.939020e+05 4.2233 3.4697 3.9842 0.7776 0.443
 19 2.073290e+05 4.2257 3.4693 3.9821 0.7777 0.452
 20 2.208080e+05 4.2279 3.4689 3.9798 0.7778 0.461
 21 2.343300e+05 4.2302 3.4685 3.9774 0.7779 0.470
 22 2.478870e+05 4.2324 3.4680 3.9748 0.7779 0.479
 23 2.614720e+05 4.2346 3.4676 3.9720 0.7780 0.489
 24 2.750820e+05 4.2369 3.4672 3.9690 0.7780 0.498
 25 2.887120e+05 4.2392 3.4668 3.9657 0.7780 0.508
 26 3.023590e+05 4.2415 3.4663 3.9622 0.7781 0.517
 27 3.160210e+05 4.2438 3.4659 3.9585 0.7781 0.527
 28 3.296950e+05 4.2462 3.4654 3.9544 0.7782 0.536
 29 3.433800e+05 4.2486 3.4649 3.9499 0.7782 0.546
 30 3.570750e+05 4.2510 3.4644 3.9451 0.7782 0.556
 31 3.707790e+05 4.2535 3.4639 3.9399 0.7783 0.566
 32 3.844910e+05 4.2560 3.4634 3.9342 0.7783 0.576
 33 3.982120e+05 4.2585 3.4629 3.9279 0.7783 0.586
 34 4.119390e+05 4.2611 3.4623 3.9211 0.7784 0.596
 35 4.256730e+05 4.2637 3.4617 3.9135 0.7784 0.606
 36 4.394150e+05 4.2663 3.4611 3.9052 0.7784 0.616
 37 4.531620e+05 4.2689 3.4605 3.8960 0.7785 0.626
 38 4.669170e+05 4.2714 3.4598 3.8858 0.7785 0.636
 39 4.806770e+05 4.2740 3.4593 3.8744 0.7786 0.646
 40 4.944440e+05 4.2766 3.4589 3.8617 0.7786 0.657
 41 5.082160e+05 4.2791 3.4582 3.8474 0.7787 0.667
 42 5.219950e+05 4.2815 3.4574 3.8311 0.7787 0.678
 43 5.357790e+05 4.2838 3.4567 3.8126 0.7788 0.689
 44 5.495670e+05 4.2860 3.4559 3.7914 0.7788 0.700
 45 5.633600e+05 4.2881 3.4550 3.7668 0.7789 0.711
 46 5.771570e+05 4.2899 3.4541 3.7381 0.7790 0.722
 47 5.909550e+05 4.2915 3.4531 3.7040 0.7791 0.733
 48 6.047520e+05 4.2926 3.4519 3.6630 0.7792 0.745
 49 6.185450e+05 4.2932 3.4507 3.6124 0.7793 0.756
 50 6.323280e+05 4.2929 3.4492 3.5484 0.7794 0.768
 51 6.460920e+05 4.2912 3.4473 3.4630 0.7796 0.781
 52 6.598210e+05 4.2873 3.4448 3.3384 0.7798 0.793
 53 6.734880e+05 4.2777 3.4399 3.1105 0.7801 0.806
 54 6.870360e+05 4.2335 3.4120 2.0577 0.7805 0.814
