#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4317 3.5054 1.9000 0.5251 0.349
  2 6.202670e+04 3.4453 3.5038 1.9000 0.5261 0.349
  3 1.247640e+05 3.4600 3.5019 1.9000 0.5273 0.349
  4 1.882440e+05 3.4753 3.5001 1.9000 0.5285 0.349
  5 2.524910e+05 3.4913 3.4980 1.9000 0.5298 0.349
  6 3.175180e+05 3.5079 3.4956 1.9000 0.5313 0.349
  7 3.833280e+05 3.5251 3.4937 1.9000 0.5329 0.349
  8 4.499080e+05 3.5426 3.4913 1.9000 0.5347 0.349
  9 5.172280e+05 3.5606 3.4892 1.9000 0.5366 0.349
 10 5.852410e+05 3.5788 3.4868 1.8999 0.5387 0.349
 11 6.538790e+05 3.5973 3.4843 1.8999 0.5409 0.349
 12 7.230510e+05 3.6159 3.4817 1.8998 0.5434 0.349
 13 7.926470e+05 3.6346 3.4791 1.8997 0.5460 0.349
 14 8.625300e+05 3.6533 3.4765 1.8994 0.5487 0.349
 15 9.325470e+05 3.6720 3.4742 1.8991 0.5517 0.349
 16 1.002520e+06 3.6904 3.4716 1.8985 0.5549 0.349
 17 1.072270e+06 3.7087 3.4690 1.8976 0.5583 0.349
 18 1.141600e+06 3.7266 3.4664 1.8960 0.5618 0.349
 19 1.210290e+06 3.7443 3.4638 1.8935 0.5655 0.349
 20 1.278160e+06 3.7615 3.4609 1.8895 0.5694 0.349
 21 1.345020e+06 3.7782 3.4582 1.8829 0.5735 0.349
 22 1.410680e+06 3.7945 3.4555 1.8720 0.5776 0.349
 23 1.475010e+06 3.8103 3.4524 1.8537 0.5820 0.349
 24 1.537860e+06 3.8256 3.4484 1.8203 0.5864 0.349
 25 1.599150e+06 3.8404 3.4422 1.7471 0.5909 0.349
 26 1.658810e+06 3.8542 3.4135 0.7402 0.5955 0.349
