#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.5081 3.5078 2.2000 0.5354 0.350
  2 5.680900e+04 3.5215 3.5060 2.2000 0.5365 0.350
  3 1.144130e+05 3.5360 3.5044 2.2000 0.5378 0.350
  4 1.728450e+05 3.5512 3.5023 2.2000 0.5392 0.350
  5 2.321290e+05 3.5671 3.5006 2.2000 0.5408 0.350
  6 2.922720e+05 3.5835 3.4984 2.2000 0.5425 0.350
  7 3.532650e+05 3.6004 3.4964 2.2000 0.5444 0.350
  8 4.150750e+05 3.6177 3.4941 2.2000 0.5464 0.350
  9 4.776500e+05 3.6353 3.4917 2.2000 0.5487 0.350
 10 5.409110e+05 3.6531 3.4897 2.1999 0.5511 0.350
 11 6.047520e+05 3.6709 3.4873 2.1999 0.5537 0.350
 12 6.690450e+05 3.6888 3.4848 2.1998 0.5565 0.350
 13 7.336340e+05 3.7066 3.4827 2.1998 0.5595 0.350
 14 7.983420e+05 3.7243 3.4803 2.1996 0.5627 0.350
 15 8.629770e+05 3.7417 3.4779 2.1994 0.5661 0.350
 16 9.273330e+05 3.7588 3.4755 2.1990 0.5697 0.350
 17 9.911980e+05 3.7756 3.4731 2.1985 0.5735 0.350
 18 1.054370e+06 3.7919 3.4711 2.1976 0.5774 0.350
 19 1.116640e+06 3.8078 3.4689 2.1963 0.5815 0.350
 20 1.177830e+06 3.8232 3.4666 2.1944 0.5858 0.350
 21 1.237790e+06 3.8381 3.4644 2.1915 0.5901 0.350
 22 1.296380e+06 3.8524 3.4622 2.1872 0.5946 0.350
 23 1.353490e+06 3.8663 3.4599 2.1808 0.5991 0.350
 24 1.409030e+06 3.8797 3.4577 2.1713 0.6037 0.350
 25 1.462960e+06 3.8925 3.4552 2.1572 0.6084 0.350
 26 1.515240e+06 3.9049 3.4526 2.1355 0.6130 0.350
 27 1.565870e+06 3.9168 3.4491 2.0999 0.6177 0.350
 28 1.614850e+06 3.9283 3.4444 2.0324 0.6224 0.350
 29 1.662230e+06 3.9392 3.4286 1.7594 0.6271 0.350
