#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.3205 3.6200 4.5000 0.9178 0.291
  2 2.888270e+03 4.3374 3.6185 4.5000 0.9184 0.339
  3 7.307980e+03 4.3593 3.6161 4.5000 0.9187 0.425
  4 1.196480e+04 4.3789 3.6135 4.5000 0.9188 0.519
  5 1.668710e+04 4.3964 3.6111 4.5000 0.9189 0.618
  6 2.145250e+04 4.4120 3.6090 4.5000 0.9189 0.709
  7 2.625740e+04 4.4261 3.6067 4.5000 0.9190 0.741
  8 3.110080e+04 4.4386 3.6045 4.5000 0.9190 0.620
  9 3.598190e+04 4.4500 3.6027 4.5000 0.9191 0.353
 10 4.090000e+04 4.4602 3.6013 4.5000 0.9192 0.150
 11 4.585460e+04 4.4694 3.6004 4.5000 0.9192 0.109
 12 5.084480e+04 4.4778 3.5991 4.5000 0.9193 0.114
 13 5.586980e+04 4.4854 3.5974 4.5000 0.9193 0.122
 14 6.092880e+04 4.4923 3.5961 4.5000 0.9194 0.132
 15 6.602110e+04 4.4987 3.5945 4.5000 0.9194 0.142
 16 7.114590e+04 4.5045 3.5933 4.5000 0.9195 0.152
 17 7.630250e+04 4.5099 3.5920 4.5000 0.9196 0.164
 18 8.149030e+04 4.5150 3.5907 4.5000 0.9196 0.176
 19 8.670860e+04 4.5196 3.5895 4.5000 0.9197 0.190
 20 9.195670e+04 4.5240 3.5879 4.4999 0.9197 0.204
 21 9.723410e+04 4.5282 3.5870 4.4999 0.9198 0.219
 22 1.025400e+05 4.5321 3.5859 4.4999 0.9199 0.234
 23 1.078740e+05 4.5358 3.5843 4.4999 0.9199 0.251
 24 1.132360e+05 4.5394 3.5834 4.4999 0.9200 0.269
 25 1.186250e+05 4.5428 3.5824 4.4999 0.9200 0.288
 26 1.240400e+05 4.5462 3.5813 4.4998 0.9201 0.307
 27 1.294800e+05 4.5494 3.5799 4.4998 0.9202 0.327
 28 1.349470e+05 4.5526 3.5789 4.4998 0.9202 0.349
 29 1.404380e+05 4.5556 3.5779 4.4997 0.9203 0.370
 30 1.459530e+05 4.5587 3.5769 4.4997 0.9203 0.393
 31 1.514920e+05 4.5617 3.5753 4.4996 0.9204 0.416
 32 1.570530e+05 4.5646 3.5745 4.4996 0.9205 0.440
 33 1.626370e+05 4.5675 3.5735 4.4995 0.9205 0.465
 34 1.682430e+05 4.5704 3.5725 4.4994 0.9206 0.490
 35 1.738700e+05 4.5733 3.5714 4.4993 0.9206 0.516
 36 1.795190e+05 4.5762 3.5702 4.4992 0.9207 0.543
 37 1.851890e+05 4.5791 3.5690 4.4991 0.9208 0.570
 38 1.908800e+05 4.5820 3.5681 4.4990 0.9208 0.597
 39 1.965900e+05 4.5848 3.5671 4.4988 0.9209 0.625
 40 2.023190e+05 4.5877 3.5660 4.4987 0.9210 0.654
 41 2.080680e+05 4.5906 3.5650 4.4985 0.9210 0.683
 42 2.138350e+05 4.5935 3.5640 4.4983 0.9211 0.711
 43 2.196210e+05 4.5964 3.5627 4.4981 0.9211 0.740
 44 2.254240e+05 4.5993 3.5615 4.4978 0.9212 0.770
 45 2.312440e+05 4.6022 3.5605 4.4976 0.9213 0.799
 46 2.370820e+05 4.6051 3.5595 4.4972 0.9213 0.829
 47 2.429350e+05 4.6080 3.5584 4.4969 0.9214 0.858
 48 2.488060e+05 4.6109 3.5573 4.4965 0.9215 0.887
 49 2.546910e+05 4.6138 3.5560 4.4961 0.9215 0.916
 50 2.605920e+05 4.6168 3.5547 4.4957 0.9216 0.945
 51 2.665090e+05 4.6197 3.5535 4.4951 0.9217 0.974
 52 2.724390e+05 4.6227 3.5518 4.4949 0.9217 1.003
 53 2.783840e+05 4.6257 3.5498 4.4948 0.9218 1.032
 54 2.843420e+05 4.6288 3.5478 4.4947 0.9219 1.059
 55 2.903130e+05 4.6319 3.5453 4.4947 0.9219 1.087
 56 2.962960e+05 4.6349 3.5431 4.4947 0.9220 1.114
 57 3.022910e+05 4.6380 3.5408 4.4947 0.9220 1.141
 58 3.082980e+05 4.6411 3.5383 4.4946 0.9221 1.167
 59 3.143160e+05 4.6442 3.5365 4.4946 0.9222 1.193
 60 3.203440e+05 4.6473 3.5342 4.4946 0.9222 1.218
 61 3.263830e+05 4.6505 3.5321 4.4945 0.9223 1.243
 62 3.324330e+05 4.6536 3.5301 4.4945 0.9224 1.267
 63 3.384920e+05 4.6568 3.5283 4.4945 0.9224 1.291
 64 3.445600e+05 4.6599 3.5263 4.4944 0.9225 1.314
 65 3.506380e+05 4.6631 3.5242 4.4944 0.9226 1.337
 66 3.567240e+05 4.6663 3.5227 4.4943 0.9226 1.359
 67 3.628190e+05 4.6695 3.5207 4.4943 0.9227 1.381
 68 3.689220e+05 4.6727 3.5188 4.4942 0.9228 1.399
 69 3.750320e+05 4.6759 3.5173 4.4941 0.9228 1.416
 70 3.811510e+05 4.6791 3.5155 4.4940 0.9229 1.433
 71 3.872760e+05 4.6823 3.5141 4.4938 0.9230 1.450
 72 3.934090e+05 4.6854 3.5123 4.4929 0.9231 1.465
 73 3.995490e+05 4.6884 3.5109 4.4903 0.9231 1.480
 74 4.057000e+05 4.6907 3.5091 4.4830 0.9232 1.494
 75 4.118650e+05 4.6924 3.5077 4.4714 0.9233 1.506
 76 4.180530e+05 4.6939 3.5060 4.4586 0.9233 1.518
 77 4.242660e+05 4.6954 3.5046 4.4448 0.9234 1.530
 78 4.305050e+05 4.6965 3.5032 4.4293 0.9235 1.540
 79 4.367720e+05 4.6975 3.5014 4.4123 0.9235 1.549
 80 4.430690e+05 4.6983 3.5002 4.3944 0.9236 1.558
 81 4.493980e+05 4.6990 3.4988 4.3755 0.9237 1.567
 82 4.557590e+05 4.6995 3.4970 4.3557 0.9237 1.575
 83 4.621540e+05 4.6999 3.4958 4.3349 0.9238 1.581
 84 4.685830e+05 4.7001 3.4945 4.3130 0.9238 1.587
 85 4.750490e+05 4.7002 3.4931 4.2906 0.9239 1.593
 86 4.815510e+05 4.6999 3.4914 4.2659 0.9240 1.597
 87 4.880930e+05 4.6993 3.4902 4.2392 0.9240 1.599
 88 4.946780e+05 4.6984 3.4888 4.2101 0.9241 1.601
 89 5.013070e+05 4.6972 3.4875 4.1797 0.9241 1.602
 90 5.079850e+05 4.6958 3.4862 4.1479 0.9241 1.602
 91 5.147120e+05 4.6941 3.4849 4.1146 0.9242 1.601
 92 5.214900e+05 4.6921 3.4831 4.0798 0.9242 1.599
 93 5.283210e+05 4.6899 3.4819 4.0435 0.9242 1.597
 94 5.352080e+05 4.6873 3.4806 4.0056 0.9243 1.593
 95 5.421520e+05 4.6845 3.4793 3.9661 0.9243 1.588
 96 5.491440e+05 4.6813 3.4780 3.9249 0.9243 1.584
 97 5.561810e+05 4.6778 3.4766 3.8820 0.9243 1.578
 98 5.632640e+05 4.6740 3.4753 3.8375 0.9243 1.571
 99 5.703940e+05 4.6698 3.4740 3.7909 0.9243 1.564
100 5.775730e+05 4.6653 3.4726 3.7428 0.9244 1.556
101 5.848020e+05 4.6604 3.4717 3.6927 0.9244 1.548
102 5.920810e+05 4.6551 3.4704 3.6408 0.9244 1.538
103 5.994120e+05 4.6494 3.4691 3.5868 0.9244 1.529
104 6.067960e+05 4.6432 3.4677 3.5307 0.9244 1.519
105 6.142330e+05 4.6366 3.4663 3.4724 0.9245 1.526
