#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.2206 3.6216 4.0000 0.8705 0.291
  2 5.062970e+03 4.2362 3.6200 4.0000 0.8713 0.378
  3 1.329220e+04 4.2571 3.6176 4.0000 0.8718 0.549
  4 2.212950e+04 4.2754 3.6142 4.0000 0.8719 0.746
  5 3.111160e+04 4.2913 3.6112 4.0000 0.8720 0.951
  6 4.015730e+04 4.3052 3.6081 4.0000 0.8720 1.164
  7 4.924880e+04 4.3172 3.6046 4.0000 0.8721 1.381
  8 5.837910e+04 4.3277 3.6010 4.0000 0.8721 1.601
  9 6.754300e+04 4.3369 3.5976 4.0000 0.8721 1.825
 10 7.673640e+04 4.3451 3.5942 4.0000 0.8722 2.050
 11 8.595550e+04 4.3523 3.5907 4.0000 0.8722 2.276
 12 9.519710e+04 4.3587 3.5877 4.0000 0.8722 2.502
 13 1.044580e+05 4.3645 3.5849 3.9999 0.8722 2.726
 14 1.137370e+05 4.3698 3.5818 3.9999 0.8722 2.944
 15 1.230300e+05 4.3746 3.5793 3.9999 0.8723 3.152
 16 1.323370e+05 4.3791 3.5763 3.9998 0.8723 3.341
 17 1.416560e+05 4.3833 3.5736 3.9998 0.8723 3.488
 18 1.509850e+05 4.3873 3.5701 3.9997 0.8723 3.569
 19 1.603240e+05 4.3911 3.5665 3.9996 0.8723 3.561
 20 1.696720e+05 4.3947 3.5624 3.9995 0.8723 3.444
 21 1.790270e+05 4.3982 3.5584 3.9994 0.8723 3.223
 22 1.883910e+05 4.4016 3.5548 3.9993 0.8723 2.917
 23 1.977570e+05 4.4049 3.5521 3.9992 0.8723 2.536
 24 2.071290e+05 4.4082 3.5507 3.9991 0.8723 2.116
 25 2.165070e+05 4.4114 3.5508 3.9991 0.8723 1.674
 26 2.258910e+05 4.4146 3.5534 3.9990 0.8724 1.259
 27 2.352810e+05 4.4178 3.5590 3.9990 0.8724 0.912
 28 2.446770e+05 4.4210 3.5692 3.9989 0.8724 0.662
 29 2.540770e+05 4.4242 3.5712 3.9989 0.8724 0.518
 30 2.634820e+05 4.4274 3.5711 3.9989 0.8724 0.451
 31 2.728920e+05 4.4306 3.5705 3.9988 0.8724 0.425
 32 2.823060e+05 4.4337 3.5697 3.9988 0.8724 0.417
 33 2.917240e+05 4.4369 3.5688 3.9988 0.8724 0.415
 34 3.011460e+05 4.4401 3.5679 3.9987 0.8724 0.418
 35 3.105710e+05 4.4433 3.5669 3.9986 0.8724 0.422
 36 3.200010e+05 4.4465 3.5660 3.9986 0.8724 0.427
 37 3.294340e+05 4.4498 3.5650 3.9985 0.8724 0.434
 38 3.388710e+05 4.4530 3.5640 3.9984 0.8724 0.441
 39 3.483110e+05 4.4563 3.5628 3.9983 0.8724 0.448
 40 3.577550e+05 4.4596 3.5620 3.9982 0.8724 0.456
 41 3.672020e+05 4.4628 3.5611 3.9981 0.8724 0.465
 42 3.766530e+05 4.4661 3.5603 3.9979 0.8724 0.474
 43 3.861080e+05 4.4694 3.5594 3.9978 0.8724 0.483
 44 3.955660e+05 4.4728 3.5585 3.9976 0.8724 0.493
 45 4.050280e+05 4.4761 3.5577 3.9974 0.8724 0.503
 46 4.144930e+05 4.4794 3.5568 3.9972 0.8724 0.513
 47 4.239620e+05 4.4828 3.5559 3.9969 0.8724 0.524
 48 4.334340e+05 4.4862 3.5550 3.9966 0.8724 0.534
 49 4.429100e+05 4.4895 3.5542 3.9963 0.8724 0.546
 50 4.523900e+05 4.4929 3.5533 3.9960 0.8725 0.557
 51 4.618740e+05 4.4963 3.5525 3.9956 0.8725 0.569
 52 4.713610e+05 4.4997 3.5516 3.9951 0.8725 0.581
 53 4.808520e+05 4.5031 3.5508 3.9946 0.8725 0.594
 54 4.903480e+05 4.5065 3.5500 3.9941 0.8725 0.606
 55 4.998470e+05 4.5099 3.5491 3.9934 0.8725 0.620
 56 5.093500e+05 4.5133 3.5483 3.9927 0.8725 0.633
 57 5.188580e+05 4.5167 3.5474 3.9919 0.8725 0.646
 58 5.283710e+05 4.5201 3.5466 3.9910 0.8725 0.661
 59 5.378880e+05 4.5235 3.5458 3.9900 0.8725 0.675
 60 5.474100e+05 4.5269 3.5449 3.9889 0.8725 0.690
 61 5.569370e+05 4.5303 3.5441 3.9877 0.8725 0.705
 62 5.664690e+05 4.5337 3.5433 3.9862 0.8725 0.720
 63 5.760080e+05 4.5371 3.5424 3.9846 0.8725 0.736
 64 5.855520e+05 4.5404 3.5415 3.9829 0.8725 0.752
 65 5.951020e+05 4.5437 3.5406 3.9810 0.8725 0.769
 66 6.046590e+05 4.5471 3.5397 3.9788 0.8725 0.786
 67 6.142230e+05 4.5503 3.5388 3.9764 0.8725 0.803
 68 6.237940e+05 4.5536 3.5378 3.9737 0.8725 0.821
 69 6.333740e+05 4.5568 3.5370 3.9709 0.8725 0.839
 70 6.429620e+05 4.5600 3.5362 3.9678 0.8725 0.857
 71 6.525580e+05 4.5631 3.5353 3.9639 0.8725 0.876
 72 6.621650e+05 4.5662 3.5344 3.9600 0.8725 0.895
 73 6.717820e+05 4.5693 3.5335 3.9561 0.8725 0.915
 74 6.814100e+05 4.5723 3.5326 3.9517 0.8726 0.935
 75 6.910490e+05 4.5751 3.5316 3.9459 0.8726 0.955
 76 7.007010e+05 4.5784 3.5301 3.9436 0.8726 0.976
 77 7.103620e+05 4.5817 3.5289 3.9410 0.8726 0.998
 78 7.200310e+05 4.5850 3.5263 3.9383 0.8726 1.019
 79 7.297080e+05 4.5886 3.5220 3.9382 0.8726 1.042
 80 7.393900e+05 4.5923 3.5184 3.9382 0.8726 1.061
 81 7.490750e+05 4.5960 3.5149 3.9381 0.8726 1.082
 82 7.587640e+05 4.5996 3.5121 3.9380 0.8726 1.099
 83 7.684560e+05 4.6033 3.5096 3.9379 0.8726 1.123
 84 7.781510e+05 4.6070 3.5069 3.9378 0.8726 1.135
 85 7.878500e+05 4.6106 3.5051 3.9376 0.8726 1.177
 86 7.975510e+05 4.6142 3.5011 3.9365 0.8726 1.192
 87 8.072580e+05 4.6173 3.4994 3.9326 0.8726 1.201
