#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.0646 3.6165 3.0000 0.7943 0.272
  2 1.239370e+04 4.0796 3.6153 3.0000 0.7955 0.487
  3 3.383710e+04 4.1004 3.6114 3.0000 0.7965 0.997
  4 5.759100e+04 4.1183 3.6050 3.0000 0.7969 1.622
  5 8.203290e+04 4.1330 3.5961 3.0000 0.7972 2.292
  6 1.068130e+05 4.1449 3.5874 2.9999 0.7973 2.977
  7 1.318240e+05 4.1546 3.5796 2.9998 0.7975 3.663
  8 1.570130e+05 4.1624 3.5727 2.9997 0.7976 4.337
  9 1.823400e+05 4.1689 3.5664 2.9993 0.7977 4.991
 10 2.077750e+05 4.1744 3.5607 2.9988 0.7977 5.618
 11 2.332870e+05 4.1791 3.5558 2.9979 0.7978 6.217
 12 2.588680e+05 4.1833 3.5512 2.9968 0.7979 6.787
 13 2.845070e+05 4.1871 3.5473 2.9952 0.7979 7.328
 14 3.101970e+05 4.1907 3.5431 2.9932 0.7979 7.840
 15 3.359320e+05 4.1941 3.5396 2.9906 0.7980 8.325
 16 3.617080e+05 4.1975 3.5361 2.9874 0.7980 8.784
 17 3.875230e+05 4.2008 3.5328 2.9836 0.7980 9.219
 18 4.133750e+05 4.2040 3.5299 2.9791 0.7981 9.630
 19 4.392660e+05 4.2073 3.5271 2.9740 0.7981 10.021
 20 4.651940e+05 4.2106 3.5239 2.9681 0.7981 10.391
 21 4.911620e+05 4.2139 3.5212 2.9613 0.7981 10.744
 22 5.171700e+05 4.2173 3.5185 2.9534 0.7982 11.079
 23 5.432200e+05 4.2205 3.5161 2.9440 0.7982 11.398
 24 5.693180e+05 4.2238 3.5134 2.9333 0.7982 11.702
 25 5.954650e+05 4.2270 3.5107 2.9210 0.7982 11.993
 26 6.216670e+05 4.2302 3.5081 2.9071 0.7983 12.272
 27 6.479280e+05 4.2332 3.5056 2.8905 0.7983 12.538
 28 6.742550e+05 4.2358 3.5027 2.8677 0.7983 12.795
 29 7.006650e+05 4.2380 3.5001 2.8395 0.7983 13.043
 30 7.271730e+05 4.2397 3.4970 2.8044 0.7984 13.284
 31 7.537990e+05 4.2406 3.4941 2.7605 0.7984 13.518
 32 7.805660e+05 4.2407 3.4906 2.7070 0.7984 13.748
 33 8.075010e+05 4.2396 3.4868 2.6409 0.7985 13.975
 34 8.346340e+05 4.2367 3.4825 2.5541 0.7985 14.202
 35 8.620140e+05 4.2312 3.4774 2.4386 0.7986 14.432
 36 8.897080e+05 4.2223 3.4705 2.2815 0.7987 14.675
 37 9.178050e+05 4.2090 3.4606 2.0628 0.7988 14.943
 38 9.464200e+05 4.1867 3.4429 1.6747 0.7989 15.300
