 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -2.237  3.540  5.083  6.825  2.219  0.708 3.26E-3 9.15E-3 0.0000 0.0000 -2.237 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 1.02529E+10 -2.216  3.541  5.064  6.820  2.192  0.700 3.26E-3 9.15E-3 0.0000 0.0000 -2.214 0.0000 0.0007  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.55400E+10 -2.190  3.542  5.043  6.813  2.160  0.692 3.26E-3 9.15E-3 0.0000 0.0000 -2.190 0.0000 0.0108  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
