 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.773  3.569  4.978  6.916  1.957  0.707 3.26E-3 9.15E-3 0.0000 0.0000 -1.772 0.0000 0.0001  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 9.07950E+09 -1.717  3.570  4.925  6.893  1.877  0.700 3.25E-3 9.15E-3 0.0000 0.0000 -1.715 0.0000 0.0263  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.48810E+10 -1.707  3.571  4.920  6.894  1.872  0.691 3.25E-3 9.15E-3 0.0000 0.0000 -1.707 0.0000 0.0319  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
