 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -2.511  3.518  5.145  6.771  2.364  0.707 3.26E-3 9.15E-3 0.0000 0.0000 -2.511 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 1.20011E+10 -2.502  3.520  5.141  6.772  2.357  0.700 3.26E-3 9.15E-3 0.0000 0.0000 -2.502 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.40022E+10 -2.488  3.521  5.132  6.771  2.345  0.693 3.26E-3 9.15E-3 0.0000 0.0000 -2.488 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
