 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.262  3.607  4.817  6.964  1.849  0.699 3.19E-3 9.15E-3 0.0141 0.3351 -1.261 0.0000 0.0680  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.31920E+10 -1.178  3.615  4.762  6.988  2.017  0.458 6.46E-4 9.15E-3 0.0000 0.6732 -1.178 0.0000 0.0773  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
