 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.391  3.596  4.859  6.951  1.846  0.702 3.23E-3 9.15E-3 0.0391 0.2927 -1.389 0.0000 0.0391  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 *********** -1.389  3.596  4.857  6.949  1.844  0.700 3.23E-3 9.15E-3 0.0279 0.3410 -1.387 0.0000 0.0335  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.15227E+10 -1.354  3.598  4.831  6.949  1.901  0.599 2.65E-3 9.15E-3 0.0000 0.5965 -1.354 0.0000 0.0446  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.35549E+10 -1.326  3.601  4.814  6.962  1.971  0.504 1.89E-3 9.15E-3 0.0000 0.6401 -1.326 0.0000 0.0446  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
