#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3776 3.5607 1.6000 0.5277 0.328
  2 1.416180e+05 3.4085 3.5576 1.6000 0.5296 0.328
  3 3.014920e+05 3.4459 3.5539 1.6000 0.5323 0.328
  4 4.795530e+05 3.4895 3.5494 1.6000 0.5359 0.328
  5 6.719960e+05 3.5374 3.5442 1.6000 0.5405 0.328
  6 8.712710e+05 3.5868 3.5391 1.5999 0.5461 0.328
  7 1.068830e+06 3.6350 3.5336 1.5996 0.5527 0.328
  8 1.258290e+06 3.6799 3.5289 1.5987 0.5600 0.328
  9 1.436320e+06 3.7207 3.5241 1.5963 0.5680 0.328
 10 1.601800e+06 3.7573 3.5200 1.5904 0.5763 0.328
 11 1.754720e+06 3.7901 3.5156 1.5766 0.5848 0.328
 12 1.895660e+06 3.8196 3.5107 1.5437 0.5934 0.412
 13 2.025440e+06 3.8434 3.5026 1.4449 0.6011 0.539
 14 2.126690e+06 3.8572 3.4843 0.6062 0.6062 0.539
