#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.0446 3.5279 3.0000 0.7232 0.340
  2 2.074300e+04 4.0551 3.5267 2.9996 0.7251 0.351
  3 4.562010e+04 4.0654 3.5255 2.9991 0.7266 0.376
  4 7.421810e+04 4.0755 3.5241 2.9982 0.7280 0.418
  5 1.061050e+05 4.0847 3.5231 2.9971 0.7294 0.481
  6 1.405680e+05 4.0925 3.5219 2.9955 0.7306 0.566
  7 1.768770e+05 4.0990 3.5212 2.9936 0.7317 0.669
  8 2.144410e+05 4.1044 3.5207 2.9913 0.7327 0.788
  9 2.528290e+05 4.1091 3.5203 2.9886 0.7336 0.920
 10 2.917470e+05 4.1133 3.5199 2.9856 0.7344 1.061
 11 3.309940e+05 4.1173 3.5196 2.9853 0.7351 1.210
 12 3.704350e+05 4.1212 3.5189 2.9850 0.7358 1.365
 13 4.099860e+05 4.1253 3.5185 2.9847 0.7365 1.524
 14 4.495820e+05 4.1295 3.5182 2.9843 0.7371 1.686
 15 4.891780e+05 4.1341 3.5179 2.9839 0.7378 1.851
 16 5.287360e+05 4.1389 3.5175 2.9835 0.7384 2.017
 17 5.682280e+05 4.1441 3.5170 2.9830 0.7391 2.184
 18 6.076330e+05 4.1496 3.5162 2.9824 0.7397 2.351
 19 6.469310e+05 4.1554 3.5156 2.9818 0.7404 2.518
 20 6.861060e+05 4.1616 3.5151 2.9811 0.7410 2.685
 21 7.251450e+05 4.1681 3.5145 2.9803 0.7416 2.851
 22 7.640360e+05 4.1748 3.5134 2.9795 0.7423 3.016
 23 8.027700e+05 4.1819 3.5128 2.9786 0.7429 3.180
 24 8.413380e+05 4.1892 3.5121 2.9776 0.7436 3.341
 25 8.797310e+05 4.1968 3.5110 2.9765 0.7442 3.501
 26 9.179450e+05 4.2047 3.5103 2.9753 0.7448 3.659
 27 9.559710e+05 4.2127 3.5090 2.9740 0.7455 3.814
 28 9.938070e+05 4.2210 3.5083 2.9726 0.7461 3.967
 29 1.031450e+06 4.2293 3.5071 2.9711 0.7467 4.116
 30 1.068900e+06 4.2379 3.5063 2.9695 0.7474 4.263
 31 1.106150e+06 4.2466 3.5050 2.9677 0.7480 4.406
 32 1.143200e+06 4.2554 3.5042 2.9658 0.7487 4.547
 33 1.180040e+06 4.2643 3.5030 2.9638 0.7493 4.685
 34 1.216670e+06 4.2734 3.5017 2.9617 0.7499 4.819
 35 1.253090e+06 4.2825 3.5004 2.9593 0.7506 4.951
 36 1.289290e+06 4.2913 3.4995 2.9541 0.7512 5.080
 37 1.325290e+06 4.2968 3.4981 2.9258 0.7519 5.208
 38 1.361090e+06 4.2968 3.4959 2.8546 0.7526 5.335
 39 1.396660e+06 4.2920 3.4936 2.7489 0.7533 5.464
 40 1.431860e+06 4.2818 3.4906 2.6052 0.7542 5.593
 41 1.466520e+06 4.2644 3.4863 2.4072 0.7552 5.725
 42 1.500410e+06 4.2396 3.4804 2.1464 0.7566 5.857
 43 1.533110e+06 4.2012 3.4691 1.7332 0.7584 5.983
