#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.6023 3.5720 1.3000 0.5685 0.329
  2 1.182840e+05 3.6324 3.5692 1.2992 0.5715 0.474
  3 2.737350e+05 3.6705 3.5640 1.2968 0.5753 0.954
  4 4.530970e+05 3.7125 3.5536 1.2926 0.5801 1.967
  5 6.403760e+05 3.7520 3.5005 1.2898 0.5855 3.421
  6 8.249830e+05 3.7856 3.4737 1.2805 0.5911 4.985
  7 1.003010e+06 3.8131 3.4531 1.2591 0.5968 6.392
  8 1.173030e+06 3.8353 3.4356 1.2215 0.6024 7.581
  9 1.334410e+06 3.8538 3.4206 1.1659 0.6080 8.567
 10 1.454520e+06 3.8591 3.4049 0.6103 0.6103 8.567
