#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.7955 3.5841 2.2000 0.6519 0.312
  2 5.022410e+04 3.8276 3.5812 2.2000 0.6547 0.497
  3 1.271370e+05 3.8656 3.5757 2.1998 0.6570 0.971
  4 2.216200e+05 3.9012 3.5654 2.1996 0.6592 1.768
  5 3.236250e+05 3.9278 3.5274 2.1988 0.6608 2.759
  6 4.279500e+05 3.9455 3.5106 2.1968 0.6619 3.805
  7 5.328250e+05 3.9567 3.4990 2.1925 0.6628 4.820
  8 6.377090e+05 3.9636 3.4903 2.1850 0.6634 5.761
  9 7.424310e+05 3.9678 3.4834 2.1736 0.6639 6.612
 10 8.469350e+05 3.9705 3.4776 2.1576 0.6643 7.379
 11 9.511580e+05 3.9724 3.4724 2.1366 0.6648 8.069
 12 1.055020e+06 3.9739 3.4676 2.1102 0.6653 8.694
 13 1.158420e+06 3.9752 3.4630 2.0783 0.6658 9.262
 14 1.261230e+06 3.9764 3.4583 2.0407 0.6664 9.780
 15 1.363300e+06 3.9778 3.4530 1.9971 0.6671 10.254
 16 1.464430e+06 3.9793 3.4479 1.9476 0.6679 10.690
 17 1.564390e+06 3.9809 3.4427 1.8920 0.6689 11.091
 18 1.662900e+06 3.9828 3.4368 1.8307 0.6699 11.458
 19 1.759720e+06 3.9851 3.4304 1.7634 0.6712 11.797
 20 1.854420e+06 3.9878 3.4236 1.6903 0.6728 12.109
 21 1.946600e+06 3.9910 3.4162 1.6115 0.6746 12.395
 22 2.035860e+06 3.9948 3.3897 1.2508 0.6768 12.690
