#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4398 3.6010 1.7000 0.5354 0.308
  2 1.617910e+05 3.4702 3.5979 1.7000 0.5378 0.413
  3 3.704450e+05 3.5067 3.5937 1.7000 0.5402 0.708
  4 6.171240e+05 3.5492 3.5866 1.7000 0.5432 1.326
  5 8.907210e+05 3.5941 3.5609 1.6996 0.5466 2.348
  6 1.177070e+06 3.6368 3.5358 1.6975 0.5503 3.694
  7 1.465380e+06 3.6743 3.5162 1.6907 0.5541 5.160
  8 1.749670e+06 3.7055 3.4999 1.6738 0.5578 6.558
  9 2.027020e+06 3.7308 3.4852 1.6407 0.5615 7.782
 10 2.295700e+06 3.7510 3.4718 1.5871 0.5650 8.809
 11 2.554540e+06 3.7676 3.4581 1.5107 0.5687 9.666
 12 2.801970e+06 3.7825 3.4431 1.4099 0.5728 10.387
 13 3.035820e+06 3.7968 3.4261 1.2842 0.5776 10.996
 14 3.253660e+06 3.8116 3.4071 1.1348 0.5833 11.511
