#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1684 3.5696 3.0000 0.8042 0.315
  2 1.075470e+04 4.1769 3.5688 2.9994 0.8056 0.369
  3 2.874320e+04 4.1876 3.5671 2.9981 0.8067 0.495
  4 4.836220e+04 4.1962 3.5648 2.9962 0.8070 0.649
  5 6.844360e+04 4.2032 3.5625 2.9937 0.8072 0.818
  6 8.875020e+04 4.2091 3.5598 2.9902 0.8074 0.996
  7 1.092130e+05 4.2140 3.5542 2.9844 0.8075 1.183
  8 1.297990e+05 4.2183 3.5356 2.9844 0.8075 1.373
  9 1.504760e+05 4.2221 3.5267 2.9842 0.8076 1.567
 10 1.712230e+05 4.2256 3.5204 2.9840 0.8077 1.763
 11 1.920270e+05 4.2288 3.5156 2.9838 0.8077 1.959
 12 2.128750e+05 4.2318 3.5118 2.9835 0.8078 2.155
 13 2.337610e+05 4.2348 3.5084 2.9831 0.8078 2.350
 14 2.546770e+05 4.2377 3.5051 2.9827 0.8078 2.544
 15 2.756190e+05 4.2407 3.5026 2.9822 0.8078 2.736
 16 2.965850e+05 4.2436 3.5001 2.9816 0.8079 2.927
 17 3.175710e+05 4.2466 3.4977 2.9810 0.8079 3.115
 18 3.385770e+05 4.2496 3.4952 2.9802 0.8079 3.302
 19 3.596000e+05 4.2527 3.4932 2.9794 0.8079 3.487
 20 3.806410e+05 4.2559 3.4912 2.9784 0.8079 3.670
 21 4.016980e+05 4.2592 3.4891 2.9773 0.8079 3.850
 22 4.227710e+05 4.2625 3.4871 2.9762 0.8080 4.029
 23 4.438590e+05 4.2659 3.4855 2.9748 0.8080 4.205
 24 4.649640e+05 4.2694 3.4838 2.9734 0.8080 4.380
 25 4.860840e+05 4.2729 3.4817 2.9718 0.8080 4.552
 26 5.072190e+05 4.2765 3.4802 2.9701 0.8080 4.723
 27 5.283700e+05 4.2802 3.4785 2.9682 0.8080 4.891
 28 5.495360e+05 4.2839 3.4769 2.9661 0.8081 5.058
 29 5.707180e+05 4.2877 3.4752 2.9639 0.8081 5.222
 30 5.919160e+05 4.2916 3.4736 2.9615 0.8081 5.385
 31 6.131300e+05 4.2955 3.4718 2.9590 0.8081 5.546
 32 6.343600e+05 4.2994 3.4703 2.9562 0.8081 5.705
 33 6.556060e+05 4.3034 3.4689 2.9532 0.8081 5.862
 34 6.768690e+05 4.3075 3.4673 2.9501 0.8081 6.018
 35 6.981480e+05 4.3115 3.4655 2.9467 0.8082 6.172
 36 7.194450e+05 4.3156 3.4643 2.9430 0.8082 6.324
 37 7.407590e+05 4.3196 3.4624 2.9377 0.8082 6.474
 38 7.620930e+05 4.3231 3.4611 2.9270 0.8082 6.624
 39 7.834520e+05 4.3246 3.4589 2.8960 0.8082 6.774
 40 8.048640e+05 4.3207 3.4560 2.8144 0.8082 6.928
 41 8.263930e+05 4.3116 3.4512 2.6837 0.8083 7.092
 42 8.481030e+05 4.2967 3.4452 2.4970 0.8083 7.273
 43 8.700590e+05 4.2730 3.4352 2.2132 0.8084 7.487
 44 8.923500e+05 4.2320 3.4132 1.6498 0.8086 7.783
