#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.3439 3.5182 5.0000 0.9072 0.361
  2 3.013280e+03 4.3669 3.5157 4.9999 0.9080 0.361
  3 6.243920e+03 4.3885 3.5128 4.9998 0.9086 0.363
  4 9.698280e+03 4.4088 3.5105 4.9995 0.9091 0.364
  5 1.338980e+04 4.4280 3.5083 4.9990 0.9096 0.366
  6 1.731640e+04 4.4457 3.5059 4.9982 0.9101 0.369
  7 2.146590e+04 4.4621 3.5040 4.9969 0.9105 0.373
  8 2.581950e+04 4.4768 3.5019 4.9949 0.9109 0.376
  9 3.035540e+04 4.4901 3.5002 4.9919 0.9112 0.378
 10 3.505150e+04 4.5018 3.4988 4.9877 0.9115 0.375
 11 3.988640e+04 4.5122 3.4971 4.9818 0.9118 0.368
 12 4.484080e+04 4.5212 3.4958 4.9739 0.9120 0.356
 13 4.989760e+04 4.5291 3.4947 4.9637 0.9122 0.340
 14 5.504240e+04 4.5358 3.4933 4.9507 0.9124 0.321
 15 6.026330e+04 4.5416 3.4924 4.9346 0.9126 0.299
 16 6.555060e+04 4.5465 3.4912 4.9147 0.9127 0.275
 17 7.089670e+04 4.5504 3.4902 4.8906 0.9129 0.250
 18 7.629580e+04 4.5536 3.4893 4.8615 0.9130 0.226
 19 8.174370e+04 4.5559 3.4881 4.8268 0.9131 0.203
 20 8.723770e+04 4.5574 3.4874 4.7853 0.9132 0.182
 21 9.277610e+04 4.5580 3.4863 4.7358 0.9133 0.164
 22 9.835860e+04 4.5577 3.4854 4.6765 0.9134 0.150
 23 1.039860e+05 4.5560 3.4842 4.6042 0.9135 0.139
 24 1.096600e+05 4.5529 3.4830 4.5161 0.9136 0.132
 25 1.153830e+05 4.5477 3.4814 4.4034 0.9137 0.130
 26 1.211610e+05 4.5394 3.4794 4.2535 0.9137 0.133
 27 1.270020e+05 4.5258 3.4766 4.0341 0.9138 0.145
 28 1.329160e+05 4.4976 3.4711 3.6104 0.9139 0.163
 29 1.389350e+05 4.4305 3.4518 2.4652 0.9140 0.187
 30 1.450870e+05 4.3970 3.4501 1.4079 0.9148 0.191
