#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1848 3.5166 4.0000 0.8105 0.355
  2 7.520740e+03 4.1981 3.5151 3.9999 0.8118 0.356
  3 1.581140e+04 4.2108 3.5137 3.9997 0.8127 0.359
  4 2.487110e+04 4.2232 3.5119 3.9995 0.8136 0.364
  5 3.472070e+04 4.2349 3.5105 3.9992 0.8144 0.372
  6 4.532050e+04 4.2458 3.5092 3.9987 0.8151 0.382
  7 5.659370e+04 4.2558 3.5080 3.9981 0.8158 0.394
  8 6.844730e+04 4.2647 3.5068 3.9973 0.8163 0.409
  9 8.078630e+04 4.2727 3.5055 3.9962 0.8168 0.426
 10 9.352260e+04 4.2798 3.5043 3.9948 0.8172 0.445
 11 1.065800e+05 4.2862 3.5033 3.9931 0.8176 0.466
 12 1.198930e+05 4.2920 3.5024 3.9911 0.8179 0.489
 13 1.334110e+05 4.2972 3.5015 3.9887 0.8182 0.513
 14 1.470910e+05 4.3022 3.5006 3.9859 0.8184 0.538
 15 1.609010e+05 4.3068 3.4999 3.9827 0.8186 0.563
 16 1.748160e+05 4.3113 3.4992 3.9789 0.8188 0.590
 17 1.888150e+05 4.3156 3.4983 3.9746 0.8189 0.617
 18 2.028840e+05 4.3199 3.4975 3.9696 0.8191 0.645
 19 2.170100e+05 4.3240 3.4966 3.9638 0.8192 0.673
 20 2.311860e+05 4.3282 3.4956 3.9571 0.8193 0.702
 21 2.454050e+05 4.3323 3.4947 3.9494 0.8194 0.731
 22 2.596620e+05 4.3363 3.4941 3.9405 0.8196 0.761
 23 2.739520e+05 4.3404 3.4931 3.9301 0.8197 0.791
 24 2.882740e+05 4.3443 3.4920 3.9179 0.8198 0.822
 25 3.026260e+05 4.3482 3.4910 3.9037 0.8199 0.852
 26 3.170060e+05 4.3519 3.4901 3.8867 0.8200 0.884
 27 3.314130e+05 4.3554 3.4888 3.8665 0.8201 0.915
 28 3.458450e+05 4.3586 3.4877 3.8421 0.8202 0.948
 29 3.603040e+05 4.3615 3.4863 3.8120 0.8204 0.980
 30 3.747900e+05 4.3654 3.4844 3.7979 0.8205 1.013
 31 3.892930e+05 4.3702 3.4491 3.7975 0.8206 1.047
 32 4.038070e+05 4.3750 3.4342 3.7970 0.8208 1.081
 33 4.183390e+05 4.3799 3.4285 3.7962 0.8209 1.115
 34 4.328890e+05 4.3849 3.4246 3.7954 0.8210 1.149
 35 4.474550e+05 4.3899 3.4217 3.7944 0.8211 1.183
 36 4.620370e+05 4.3949 3.4189 3.7935 0.8213 1.218
 37 4.766340e+05 4.3926 3.4152 3.7009 0.8214 1.254
 38 4.912990e+05 4.3887 3.4114 3.5922 0.8216 1.292
 39 5.059920e+05 4.3828 3.4072 3.4626 0.8217 1.331
 40 5.206980e+05 4.3743 3.4022 3.3041 0.8220 1.373
 41 5.353890e+05 4.3619 3.3960 3.0992 0.8223 1.417
 42 5.500190e+05 4.3437 3.3873 2.8173 0.8227 1.464
 43 5.644860e+05 4.3136 3.3723 2.3412 0.8233 1.514
