#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4972 3.5384 2.0000 0.5373 0.344
  2 9.138740e+04 3.5183 3.5362 2.0000 0.5390 0.344
  3 1.895420e+05 3.5427 3.5336 2.0000 0.5412 0.344
  4 2.947390e+05 3.5700 3.5303 2.0000 0.5439 0.344
  5 4.066530e+05 3.5997 3.5271 2.0000 0.5472 0.344
  6 5.241480e+05 3.6312 3.5234 2.0000 0.5511 0.344
  7 6.452780e+05 3.6636 3.5198 1.9999 0.5557 0.344
  8 7.675780e+05 3.6958 3.5159 1.9998 0.5609 0.344
  9 8.885600e+05 3.7270 3.5121 1.9996 0.5666 0.344
 10 1.006170e+06 3.7566 3.5088 1.9992 0.5728 0.344
 11 1.118990e+06 3.7843 3.5054 1.9983 0.5794 0.344
 12 1.226250e+06 3.8099 3.5021 1.9966 0.5862 0.344
 13 1.327620e+06 3.8335 3.4992 1.9937 0.5931 0.344
 14 1.423120e+06 3.8553 3.4963 1.9886 0.6001 0.344
 15 1.512920e+06 3.8755 3.4934 1.9799 0.6072 0.344
 16 1.597310e+06 3.8942 3.4904 1.9653 0.6142 0.362
 17 1.676620e+06 3.9103 3.4876 1.9412 0.6205 0.393
 18 1.751890e+06 3.9243 3.4837 1.8982 0.6262 0.431
 19 1.823910e+06 3.9371 3.4778 1.8036 0.6316 0.472
