#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.1757 3.6101 0.9000 0.5261 0.392
  2 1.960350e+05 3.2274 3.6057 0.9000 0.5280 0.392
  3 4.406850e+05 3.2941 3.5995 0.9000 0.5311 0.392
  4 7.247080e+05 3.3718 3.5922 0.9000 0.5354 0.392
  5 1.022230e+06 3.4509 3.5847 0.9000 0.5412 0.392
  6 1.311050e+06 3.5239 3.5781 0.8998 0.5481 0.392
  7 1.582140e+06 3.5883 3.5720 0.8992 0.5559 0.392
  8 1.833120e+06 3.6443 3.5671 0.8969 0.5644 0.392
  9 2.063700e+06 3.6925 3.5628 0.8896 0.5734 0.392
 10 2.274480e+06 3.7341 3.5586 0.8668 0.5828 0.392
 11 2.466640e+06 3.7690 3.5575 0.7366 0.5922 0.392
