#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.3357 3.6034 5.0000 0.9652 0.315
  2 1.767460e+03 4.3653 3.6006 5.0000 0.9656 0.327
  3 3.982250e+03 4.3967 3.5975 5.0000 0.9658 0.344
  4 6.502290e+03 4.4278 3.5946 5.0000 0.9659 0.364
  5 9.161190e+03 4.4563 3.5915 5.0000 0.9660 0.370
  6 1.188090e+04 4.4818 3.5889 5.0000 0.9661 0.312
  7 1.463380e+04 4.5045 3.5867 5.0000 0.9662 0.176
  8 1.741110e+04 4.5248 3.5844 5.0000 0.9662 0.076
  9 2.021000e+04 4.5429 3.5830 5.0000 0.9663 0.066
 10 2.302950e+04 4.5592 3.5813 5.0000 0.9663 0.069
 11 2.586940e+04 4.5738 3.5797 5.0000 0.9664 0.072
 12 2.872930e+04 4.5870 3.5782 5.0000 0.9664 0.077
 13 3.160910e+04 4.5990 3.5766 5.0000 0.9665 0.082
 14 3.450850e+04 4.6099 3.5753 4.9999 0.9666 0.087
 15 3.742740e+04 4.6197 3.5742 4.9999 0.9666 0.093
 16 4.036560e+04 4.6288 3.5731 4.9999 0.9667 0.101
 17 4.332280e+04 4.6370 3.5721 4.9998 0.9667 0.109
 18 4.629900e+04 4.6445 3.5712 4.9998 0.9668 0.118
 19 4.929370e+04 4.6515 3.5703 4.9997 0.9669 0.128
 20 5.230700e+04 4.6578 3.5694 4.9997 0.9669 0.138
 21 5.533840e+04 4.6637 3.5686 4.9996 0.9670 0.150
 22 5.838790e+04 4.6692 3.5678 4.9995 0.9670 0.162
 23 6.145510e+04 4.6742 3.5668 4.9994 0.9671 0.176
 24 6.453990e+04 4.6790 3.5660 4.9993 0.9672 0.190
 25 6.764200e+04 4.6834 3.5653 4.9991 0.9672 0.206
 26 7.076120e+04 4.6875 3.5644 4.9989 0.9673 0.222
 27 7.389720e+04 4.6914 3.5637 4.9988 0.9674 0.240
 28 7.704990e+04 4.6951 3.5631 4.9985 0.9674 0.258
 29 8.021890e+04 4.6986 3.5625 4.9983 0.9675 0.278
 30 8.340410e+04 4.7019 3.5618 4.9981 0.9676 0.298
 31 8.660510e+04 4.7050 3.5612 4.9978 0.9676 0.320
 32 8.982190e+04 4.7081 3.5606 4.9974 0.9677 0.343
 33 9.305400e+04 4.7110 3.5599 4.9971 0.9677 0.367
 34 9.630130e+04 4.7138 3.5593 4.9967 0.9678 0.392
 35 9.956360e+04 4.7165 3.5587 4.9963 0.9679 0.419
 36 1.028410e+05 4.7191 3.5580 4.9958 0.9679 0.446
 37 1.061320e+05 4.7217 3.5573 4.9953 0.9680 0.475
 38 1.094380e+05 4.7242 3.5567 4.9947 0.9681 0.506
 39 1.127570e+05 4.7266 3.5560 4.9941 0.9681 0.536
 40 1.160910e+05 4.7290 3.5554 4.9934 0.9682 0.568
 41 1.194380e+05 4.7313 3.5547 4.9927 0.9683 0.601
 42 1.227980e+05 4.7336 3.5540 4.9919 0.9684 0.635
 43 1.261710e+05 4.7359 3.5534 4.9910 0.9684 0.671
 44 1.295580e+05 4.7381 3.5527 4.9900 0.9685 0.707
 45 1.329570e+05 4.7403 3.5518 4.9889 0.9686 0.744
 46 1.363680e+05 4.7425 3.5510 4.9877 0.9686 0.782
 47 1.397920e+05 4.7446 3.5501 4.9865 0.9687 0.822
 48 1.432280e+05 4.7467 3.5494 4.9851 0.9688 0.862
