#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.7474 3.6033 2.2000 0.6210 0.293
  2 7.190780e+04 3.7724 3.6012 2.2000 0.6237 0.686
  3 2.070420e+05 3.8093 3.5938 2.2000 0.6268 1.900
  4 3.582030e+05 3.8401 3.5655 2.1996 0.6287 3.526
  5 5.125510e+05 3.8626 3.5426 2.1976 0.6299 5.198
  6 6.674810e+05 3.8780 3.5261 2.1911 0.6309 6.733
  7 8.223330e+05 3.8881 3.5137 2.1768 0.6316 8.064
  8 9.769970e+05 3.8943 3.5038 2.1520 0.6319 9.175
  9 1.131640e+06 3.8980 3.4951 2.1152 0.6322 10.101
 10 1.286440e+06 3.9003 3.4868 2.0654 0.6324 10.886
 11 1.441500e+06 3.9018 3.4785 2.0017 0.6325 11.563
 12 1.596960e+06 3.9028 3.4701 1.9236 0.6327 12.155
 13 1.752890e+06 3.9035 3.4611 1.8300 0.6329 12.685
 14 1.909400e+06 3.9041 3.4506 1.7194 0.6331 13.160
 15 2.066540e+06 3.9055 3.4384 1.5897 0.6338 13.599
 16 2.221540e+06 3.9073 3.4244 1.4403 0.6347 13.996
 17 2.372170e+06 3.9100 3.4087 1.2724 0.6361 14.354
 18 2.479970e+06 3.9029 3.4002 0.6342 0.6342 14.354
