#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1293 3.5982 3.5000 0.8239 0.296
  2 8.691660e+03 4.1460 3.5968 3.5000 0.8250 0.359
  3 2.307630e+04 4.1682 3.5939 3.5000 0.8258 0.496
  4 3.870790e+04 4.1872 3.5907 3.5000 0.8261 0.660
  5 5.467200e+04 4.2030 3.5876 3.5000 0.8262 0.836
  6 7.079190e+04 4.2162 3.5842 3.5000 0.8263 1.020
  7 8.702150e+04 4.2273 3.5792 3.5000 0.8264 1.211
  8 1.033390e+05 4.2366 3.5714 3.5000 0.8264 1.406
  9 1.197290e+05 4.2445 3.5653 3.4999 0.8265 1.605
 10 1.361790e+05 4.2513 3.5600 3.4999 0.8265 1.805
 11 1.526790e+05 4.2572 3.5553 3.4998 0.8266 2.007
 12 1.692200e+05 4.2625 3.5513 3.4997 0.8266 2.209
 13 1.857950e+05 4.2672 3.5476 3.4996 0.8266 2.410
 14 2.023990e+05 4.2716 3.5441 3.4995 0.8267 2.611
 15 2.190290e+05 4.2757 3.5411 3.4994 0.8267 2.811
 16 2.356790e+05 4.2796 3.5383 3.4992 0.8267 3.008
 17 2.523490e+05 4.2833 3.5358 3.4989 0.8267 3.204
 18 2.690350e+05 4.2870 3.5331 3.4987 0.8267 3.399
 19 2.857360e+05 4.2906 3.5307 3.4983 0.8267 3.591
 20 3.024510e+05 4.2942 3.5285 3.4980 0.8267 3.781
 21 3.191790e+05 4.2977 3.5263 3.4975 0.8268 3.969
 22 3.359190e+05 4.3013 3.5245 3.4971 0.8268 4.154
 23 3.526700e+05 4.3049 3.5223 3.4965 0.8268 4.338
 24 3.694330e+05 4.3085 3.5205 3.4959 0.8268 4.519
 25 3.862060e+05 4.3121 3.5184 3.4952 0.8268 4.698
 26 4.029900e+05 4.3158 3.5166 3.4944 0.8268 4.874
 27 4.197840e+05 4.3195 3.5149 3.4935 0.8268 5.049
 28 4.365890e+05 4.3233 3.5132 3.4926 0.8268 5.221
 29 4.534040e+05 4.3270 3.5114 3.4915 0.8268 5.391
 30 4.702300e+05 4.3309 3.5097 3.4904 0.8268 5.558
 31 4.870650e+05 4.3347 3.5080 3.4891 0.8268 5.725
 32 5.039120e+05 4.3386 3.5063 3.4877 0.8269 5.892
 33 5.207680e+05 4.3426 3.5046 3.4862 0.8269 6.055
 34 5.376360e+05 4.3465 3.5028 3.4846 0.8269 6.214
 35 5.545140e+05 4.3505 3.5010 3.4829 0.8269 6.362
 36 5.714040e+05 4.3545 3.4987 3.4810 0.8269 6.491
 37 5.883050e+05 4.3586 3.4962 3.4789 0.8269 6.589
 38 6.052180e+05 4.3626 3.4931 3.4767 0.8269 6.640
 39 6.221420e+05 4.3667 3.4894 3.4743 0.8269 6.630
 40 6.390790e+05 4.3708 3.4854 3.4718 0.8269 6.546
 41 6.560280e+05 4.3750 3.4812 3.4692 0.8269 6.388
 42 6.729910e+05 4.3791 3.4773 3.4665 0.8269 6.156
 43 6.899670e+05 4.3833 3.4734 3.4638 0.8270 5.846
 44 7.069560e+05 4.3875 3.4700 3.4612 0.8270 5.461
 45 7.239580e+05 4.3918 3.4672 3.4587 0.8270 5.000
 46 7.409730e+05 4.3961 3.4645 3.4564 0.8270 4.467
 47 7.580010e+05 4.4005 3.4624 3.4544 0.8270 3.877
 48 7.750410e+05 4.4049 3.4614 3.4527 0.8270 3.246
 49 7.920940e+05 4.4094 3.4617 3.4513 0.8270 2.600
 50 8.091580e+05 4.4140 3.4629 3.4501 0.8270 1.977
 51 8.262320e+05 4.4186 3.4664 3.4493 0.8270 1.421
 52 8.433170e+05 4.4233 3.4737 3.4487 0.8270 0.993
 53 8.604120e+05 4.4275 3.5080 3.4440 0.8270 0.728
 54 8.775220e+05 4.4319 3.5202 3.4406 0.8271 0.601
 55 8.946470e+05 4.4358 3.5200 3.4334 0.8271 0.555
 56 9.117930e+05 4.4396 3.5194 3.4254 0.8271 0.540
 57 9.289610e+05 4.4432 3.5181 3.4162 0.8271 0.536
 58 9.461540e+05 4.4466 3.5172 3.4054 0.8271 0.537
 59 9.633740e+05 4.4498 3.5162 3.3929 0.8271 0.539
 60 9.806250e+05 4.4526 3.5152 3.3781 0.8271 0.543
 61 9.979100e+05 4.4550 3.5142 3.3609 0.8271 0.548
 62 1.015230e+06 4.4570 3.5131 3.3406 0.8272 0.553
 63 1.032600e+06 4.4583 3.5119 3.3167 0.8272 0.559
 64 1.050020e+06 4.4590 3.5106 3.2883 0.8272 0.566
 65 1.067500e+06 4.4587 3.5096 3.2546 0.8272 0.575
 66 1.085050e+06 4.4574 3.5084 3.2144 0.8272 0.585
 67 1.102670e+06 4.4548 3.5072 3.1663 0.8273 0.598
 68 1.120380e+06 4.4504 3.5060 3.1081 0.8273 0.616
 69 1.138200e+06 4.4438 3.5046 3.0370 0.8273 0.646
 70 1.156150e+06 4.4342 3.5031 2.9482 0.8273 0.704
 71 1.174240e+06 4.4201 3.5012 2.8330 0.8274 0.818
 72 1.192520e+06 4.4025 3.4984 2.6983 0.8274 0.994
 73 1.211010e+06 4.4019 3.4849 2.6699 0.8275 1.205
 74 1.229570e+06 4.3912 3.4446 2.5801 0.8275 1.486
 75 1.248260e+06 4.3741 3.4315 2.4512 0.8275 1.810
 76 1.267130e+06 4.3482 3.4212 2.2651 0.8276 2.172
 77 1.286250e+06 4.3108 3.4088 1.9913 0.8277 2.616
 78 1.305680e+06 4.2526 3.3917 1.4755 0.8278 3.314
