#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.8923 3.5979 2.5000 0.6931 0.294
  2 3.444370e+04 3.9139 3.5960 2.5000 0.6953 0.532
  3 9.691070e+04 3.9448 3.5909 2.5000 0.6974 1.222
  4 1.670730e+05 3.9697 3.5748 2.4999 0.6985 2.143
  5 2.393440e+05 3.9877 3.5535 2.4996 0.6992 3.145
  6 3.124900e+05 4.0003 3.5393 2.4987 0.6997 4.151
  7 3.861070e+05 4.0087 3.5289 2.4967 0.7001 5.115
  8 4.600000e+05 4.0141 3.5202 2.4930 0.7004 6.013
  9 5.340720e+05 4.0177 3.5135 2.4873 0.7006 6.838
 10 6.082710e+05 4.0199 3.5075 2.4790 0.7007 7.589
 11 6.825760e+05 4.0213 3.5026 2.4678 0.7008 8.270
 12 7.569740e+05 4.0222 3.4980 2.4534 0.7009 8.885
 13 8.314650e+05 4.0228 3.4939 2.4357 0.7010 9.444
 14 9.060580e+05 4.0232 3.4898 2.4145 0.7010 9.954
 15 9.807650e+05 4.0234 3.4861 2.3897 0.7011 10.421
 16 1.055600e+06 4.0236 3.4824 2.3612 0.7011 10.852
 17 1.130580e+06 4.0238 3.4785 2.3289 0.7012 11.250
 18 1.205710e+06 4.0239 3.4750 2.2927 0.7013 11.623
 19 1.281020e+06 4.0241 3.4709 2.2525 0.7013 11.970
 20 1.356510e+06 4.0242 3.4671 2.2081 0.7014 12.296
 21 1.432210e+06 4.0243 3.4630 2.1596 0.7015 12.605
 22 1.508110e+06 4.0244 3.4587 2.1066 0.7015 12.897
 23 1.584240e+06 4.0246 3.4540 2.0489 0.7016 13.175
 24 1.660610e+06 4.0247 3.4489 1.9864 0.7017 13.440
 25 1.737230e+06 4.0249 3.4437 1.9186 0.7018 13.697
 26 1.814120e+06 4.0250 3.4378 1.8453 0.7019 13.946
 27 1.891270e+06 4.0252 3.4316 1.7661 0.7020 14.185
 28 1.968710e+06 4.0254 3.4249 1.6809 0.7021 14.413
 29 2.045980e+06 4.0261 3.4176 1.5895 0.7025 14.632
 30 2.122230e+06 4.0271 3.3943 1.1984 0.7031 14.899
