#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3617 3.6164 1.5000 0.5464 0.310
  2 1.565090e+05 3.4077 3.6126 1.5000 0.5488 0.630
  3 3.717500e+05 3.4638 3.6040 1.5000 0.5512 1.508
  4 6.331680e+05 3.5271 3.5823 1.4998 0.5540 3.168
  5 9.233370e+05 3.5894 3.5518 1.4976 0.5572 5.422
  6 1.224290e+06 3.6432 3.5230 1.4846 0.5605 7.712
  7 1.525280e+06 3.6851 3.4974 1.4423 0.5633 9.621
  8 1.821640e+06 3.7165 3.4726 1.3534 0.5661 11.093
  9 2.109930e+06 3.7408 3.4452 1.2067 0.5691 12.224
 10 2.385020e+06 3.7611 3.4143 0.9949 0.5731 13.128
 11 2.559280e+06 3.7530 3.4024 0.5722 0.5722 13.128
