 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.796  3.628  5.092  6.864  2.189  0.765 6.85E-5 1.92E-4 0.0000 0.0000 -1.795 0.0000 0.0405  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 1.88770E+10 -1.746  3.631  5.052  6.853  2.130  0.747 6.85E-5 1.92E-4 0.0000 0.0000 -1.746 0.0000 0.0405  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
