 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -2.304  3.591  5.227  6.773  2.481  0.769 6.85E-5 1.92E-4 0.0000 0.0000 -2.303 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.40022E+10 -2.260  3.596  5.203  6.772  2.447  0.748 6.85E-5 1.92E-4 0.0000 0.0000 -2.260 0.0000 0.0096  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
