#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4666 3.5513 1.5000 0.5491 0.333
  2 1.154990e+05 3.5058 3.5472 1.5000 0.5516 0.333
  3 2.501190e+05 3.5533 3.5419 1.4999 0.5553 0.333
  4 4.021970e+05 3.6066 3.5361 1.4997 0.5603 0.333
  5 5.643220e+05 3.6611 3.5297 1.4989 0.5666 0.333
  6 7.264300e+05 3.7122 3.5241 1.4956 0.5740 0.333
  7 8.811900e+05 3.7574 3.5184 1.4851 0.5823 0.333
  8 1.025430e+06 3.7966 3.5123 1.4521 0.5909 0.333
  9 1.158510e+06 3.8297 3.5013 1.3033 0.5999 0.411
 10 1.241520e+06 3.8378 3.4889 0.6039 0.6039 0.411
