#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.5969 3.5489 1.8000 0.5507 0.335
  2 1.129740e+05 3.6197 3.5466 1.8000 0.5533 0.335
  3 2.448220e+05 3.6488 3.5435 1.7999 0.5570 0.335
  4 3.938230e+05 3.6833 3.5395 1.7998 0.5620 0.335
  5 5.525430e+05 3.7206 3.5356 1.7995 0.5684 0.335
  6 7.110420e+05 3.7574 3.5317 1.7986 0.5758 0.335
  7 8.622120e+05 3.7916 3.5276 1.7966 0.5841 0.417
  8 1.003020e+06 3.8198 3.5237 1.7925 0.5916 0.562
  9 1.135180e+06 3.8434 3.5192 1.7843 0.5985 0.751
 10 1.260580e+06 3.8635 3.5148 1.7683 0.6049 0.970
 11 1.380070e+06 3.8810 3.5088 1.7558 0.6110 1.207
 12 1.493980e+06 3.8964 3.4520 1.7521 0.6168 1.454
 13 1.602580e+06 3.9102 3.4404 1.7472 0.6224 1.702
 14 1.706260e+06 3.9227 3.4323 1.7411 0.6278 1.949
 15 1.805220e+06 3.9342 3.4256 1.7302 0.6330 2.189
 16 1.899670e+06 3.9450 3.4102 1.5900 0.6382 2.409
 17 1.975460e+06 3.9514 3.3840 0.6418 0.6418 2.409
