#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3900 3.5666 1.7000 0.5377 0.335
  2 1.282830e+05 3.4304 3.5624 1.7000 0.5401 0.335
  3 2.759880e+05 3.4791 3.5574 1.7000 0.5433 0.335
  4 4.421440e+05 3.5343 3.5519 1.7000 0.5478 0.335
  5 6.205120e+05 3.5921 3.5459 1.7000 0.5536 0.335
  6 8.012560e+05 3.6481 3.5396 1.6998 0.5605 0.335
  7 9.758440e+05 3.6989 3.5343 1.6994 0.5683 0.335
  8 1.139690e+06 3.7438 3.5290 1.6981 0.5768 0.335
  9 1.291280e+06 3.7828 3.5248 1.6947 0.5857 0.423
 10 1.430640e+06 3.8140 3.5202 1.6868 0.5935 0.573
 11 1.560730e+06 3.8396 3.5152 1.6695 0.6006 0.762
 12 1.683650e+06 3.8614 3.5091 1.6293 0.6073 0.972
 13 1.800260e+06 3.8806 3.5025 1.5896 0.6137 1.192
 14 1.910580e+06 3.8978 3.4422 1.5853 0.6200 1.416
 15 2.014650e+06 3.9132 3.4268 1.5428 0.6261 1.634
 16 2.113300e+06 3.9275 3.3881 1.1423 0.6322 1.745
