#n   age/yr      logL   logTef grav    logTc  logrho Xc     Yc     Xc_C   Xc_O   Q_conv Q_disc L_H/L Q1_H Q2_H L_He/L Q1_He Q2_He L_C/L L_nu/L Q_Tmax phase
#(1) (2)         (3)    (4)    (5)     (6)    (7)    (8)    (9)    (10)   (11)   (12)   (13)   (14) (15)  (16) (17)   (18)  (19)  (20)  (21)   (22)   (23) 
  1 0.000000e+00 1.7157 3.7451 2.3891  8.0673 4.3311 0.0000 0.9612 0.0309 0.0006 0.000 0.856  0.701 0.836 0.914 0.297 0.000 0.097 0.000 0.000 0.000 bcheb
  2 4.419420e+06 1.7135 3.7547 2.4297  8.0703 4.3200 0.0000 0.9124 0.0777 0.0024 0.276 0.871  0.683 0.910 0.917 0.320 0.000 0.097 0.000 0.000 0.000 
  3 6.600404e+06 1.7108 3.7650 2.4736  8.0717 4.3154 0.0000 0.8890 0.0995 0.0037 0.284 0.874  0.673 0.913 0.919 0.330 0.000 0.097 0.000 0.000 0.000 
  4 7.976812e+06 1.7079 3.7750 2.5165  8.0725 4.3131 0.0000 0.8740 0.1134 0.0048 0.287 0.877  0.665 0.914 0.921 0.339 0.000 0.097 0.000 0.000 0.000 
  5 9.103306e+06 1.7048 3.7852 2.5604  8.0732 4.3104 0.0000 0.8627 0.1238 0.0057 0.293 0.878  0.659 0.916 0.923 0.345 0.000 0.097 0.000 0.000 0.000 
  6 9.985703e+06 1.7026 3.7945 2.5998  8.0737 4.3084 0.0000 0.8551 0.1306 0.0064 0.297 0.879  0.654 0.916 0.924 0.350 0.000 0.097 0.000 0.000 0.000 
  7 1.084655e+07 1.7001 3.8042 2.6411  8.0742 4.3071 0.0000 0.8467 0.1382 0.0071 0.297 0.880  0.648 0.917 0.925 0.355 0.000 0.108 0.000 0.000 0.000 
  8 1.170177e+07 1.6967 3.8165 2.6937  8.0749 4.3055 0.0000 0.8359 0.1479 0.0082 0.300 0.881  0.641 0.917 0.927 0.363 0.000 0.108 0.000 0.000 0.000 
  9 1.257169e+07 1.6941 3.8256 2.7327  8.0754 4.3037 0.0000 0.8284 0.1546 0.0090 0.303 0.882  0.635 0.918 0.927 0.368 0.000 0.108 0.000 0.000 0.000 
 10 1.340841e+07 1.6912 3.8351 2.7736  8.0759 4.3018 0.0000 0.8211 0.1610 0.0098 0.307 0.883  0.630 0.919 0.928 0.374 0.000 0.108 0.000 0.000 0.000 
 11 1.422112e+07 1.6875 3.8460 2.8209  8.0764 4.2996 0.0000 0.8138 0.1674 0.0107 0.311 0.884  0.622 0.920 0.929 0.381 0.000 0.108 0.000 0.000 0.000 
 12 1.508269e+07 1.6842 3.8557 2.8630  8.0769 4.2984 0.0000 0.8052 0.1750 0.0117 0.311 0.885  0.616 0.921 0.930 0.387 0.000 0.108 0.000 0.000 0.000 
 13 1.603839e+07 1.6800 3.8675 2.9144  8.0777 4.2963 0.0000 0.7943 0.1844 0.0131 0.315 0.886  0.607 0.922 0.932 0.397 0.000 0.108 0.000 0.000 0.000 
 14 1.698395e+07 1.6767 3.8763 2.9529  8.0782 4.2944 0.0000 0.7871 0.1905 0.0141 0.319 0.887  0.601 0.923 0.932 0.403 0.000 0.108 0.000 0.000 0.000 
 15 1.798379e+07 1.6734 3.8850 2.9910  8.0787 4.2925 0.0000 0.7797 0.1968 0.0152 0.323 0.888  0.594 0.924 0.933 0.410 0.000 0.108 0.000 0.000 0.000 
 16 1.901780e+07 1.6684 3.8977 3.0468  8.0794 4.2899 0.0000 0.7682 0.2065 0.0169 0.327 0.890  0.584 0.925 0.935 0.420 0.000 0.108 0.000 0.000 0.000 
