 
   Teff    log g   log L/Lo     Age(Gyr)      Y       F220W   F250W   F330W   F344N   F435W   F475W   F502N   F550M   F555W   F606W   F625W   F658N   F660N   F775W   F814W  F850LP   F892N   BC(V)    M_U     M_B     M_V     M_R      M_I    M_J     M_H     M_K      M_L
    5655.  8.03828 -3.850584   4.384860700 0.10E+01  17.754  16.018  14.833  14.754  15.166  14.923  14.757  14.464  14.570  14.337  14.164  13.912  13.995  13.776  13.718  13.594  13.630  -0.133  14.911  15.131  14.525  14.129  13.731  13.301  13.012  12.978  12.894
    5154.  8.04359 -4.016814   5.880820500 0.10E+01  19.717  17.583  15.856  15.736  15.799  15.488  15.285  14.939  15.066  14.792  14.589  14.311  14.400  14.132  14.063  13.905  13.943  -0.201  15.782  15.749  15.009  14.542  14.073  13.549  13.220  13.165  13.041
    4639.  8.04887 -4.204919   9.094367000 0.10E+01  21.986  19.625  17.366  17.229  16.606  16.175  15.910  15.501  15.652  15.327  15.089  14.786  14.878  14.551  14.469  14.272  14.311  -0.301  17.045  16.531  15.580  15.028  14.477  13.846  13.547  13.542  13.307
    4383.  8.05068 -4.305345  10.679457000 0.10E+01  23.121  20.673  18.181  18.047  17.041  16.529  16.225  15.779  15.944  15.591  15.335  15.021  15.114  14.758  14.668  14.453  14.493  -0.333  17.747  16.949  15.863  15.267  14.676  14.013  13.833  13.862  13.537
    4116.  8.05213 -4.416206  12.046593000 0.10E+01  23.849  21.651  18.996  18.866  17.504  16.899  16.551  16.062  16.243  15.859  15.584  15.259  15.351  14.969  14.873  14.644  14.682  -0.345  18.463  17.389  16.152  15.508  14.881  14.244  14.247  14.337  13.848
    3847.  8.05318 -4.534590  13.206564100 0.10E+01  24.362  22.536  19.737  19.615  17.922  17.234  16.852  16.319  16.516  16.102  15.808  15.473  15.565  15.169  15.070  14.838  14.867  -0.312  19.099  17.785  16.415  15.728  15.076  14.571  14.751  14.935  14.205
    3574.  8.05400 -4.663194  14.304410100 0.10E+01  24.751  23.293  20.404  20.294  18.303  17.545  17.137  16.562  16.774  16.332  16.022  15.677  15.769  15.385  15.286  15.069  15.078  -0.240  19.671  18.146  16.664  15.942  15.292  15.010  15.321  15.597  14.573
    3299.  8.05466 -4.802831  15.430266400 0.10E+01  25.106  23.955  21.024  20.927  18.663  17.840  17.412  16.798  17.023  16.559  16.235  15.881  15.972  15.651  15.560  15.373  15.354  -0.131  20.207  18.486  16.905  16.166  15.569  15.544  15.927  16.273  14.931
    3029.  8.05517 -4.951723  16.579280800 0.10E+01  25.460  24.537  21.586  21.502  18.993  18.119  17.677  17.030  17.264  16.787  16.453  16.090  16.182  15.999  15.919  15.765  15.716   0.006  20.690  18.800  17.140  16.409  15.938  16.137  16.534  16.955  15.265
    2772.  8.05558 -5.106526  17.746896600 0.10E+01  25.817  25.066  22.088  22.018  19.292  18.374  17.922  17.247  17.491  17.015  16.673  16.305  16.398  16.433  16.363  16.227  16.152   0.171  21.126  19.085  17.361  16.668  16.401  16.755  17.105  17.643  15.579
    2504.  8.05594 -5.283652  19.040004700 0.10E+01  26.222  25.584  22.592  22.545  19.597  18.650  18.192  17.494  17.745  17.287  16.943  16.573  16.667  17.035  16.973  16.837  16.730   0.362  21.544  19.380  17.612  16.985  17.043  17.488  17.731  18.446  15.927
