#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.2579 3.5243 5.0000 0.8700 0.358
  2 4.194060e+03 4.2810 3.5214 5.0000 0.8708 0.359
  3 8.706850e+03 4.3027 3.5190 4.9999 0.8715 0.360
  4 1.354400e+04 4.3232 3.5167 4.9999 0.8721 0.362
  5 1.872310e+04 4.3426 3.5142 4.9998 0.8727 0.364
  6 2.424030e+04 4.3607 3.5122 4.9996 0.8732 0.368
  7 3.007700e+04 4.3772 3.5103 4.9993 0.8737 0.373
  8 3.620530e+04 4.3923 3.5082 4.9989 0.8742 0.378
  9 4.259340e+04 4.4059 3.5066 4.9983 0.8746 0.385
 10 4.920820e+04 4.4180 3.5052 4.9974 0.8749 0.392
 11 5.601840e+04 4.4288 3.5038 4.9961 0.8752 0.400
 12 6.299520e+04 4.4384 3.5022 4.9945 0.8755 0.407
 13 7.011290e+04 4.4470 3.5012 4.9924 0.8757 0.414
 14 7.734980e+04 4.4548 3.5001 4.9897 0.8760 0.418
 15 8.468710e+04 4.4617 3.4992 4.9864 0.8761 0.419
 16 9.210950e+04 4.4680 3.4983 4.9825 0.8763 0.417
 17 9.960420e+04 4.4738 3.4972 4.9777 0.8765 0.411
 18 1.071610e+05 4.4792 3.4962 4.9721 0.8766 0.402
 19 1.147710e+05 4.4841 3.4955 4.9654 0.8768 0.389
 20 1.224290e+05 4.4888 3.4947 4.9577 0.8769 0.374
 21 1.301280e+05 4.4931 3.4936 4.9486 0.8770 0.356
 22 1.378650e+05 4.4972 3.4930 4.9381 0.8771 0.336
 23 1.456370e+05 4.5010 3.4918 4.9259 0.8772 0.314
 24 1.534420e+05 4.5046 3.4912 4.9117 0.8773 0.292
 25 1.612780e+05 4.5080 3.4901 4.8954 0.8774 0.269
 26 1.691450e+05 4.5111 3.4895 4.8764 0.8775 0.246
 27 1.770420e+05 4.5139 3.4885 4.8545 0.8776 0.224
 28 1.849700e+05 4.5164 3.4879 4.8289 0.8777 0.203
 29 1.929300e+05 4.5185 3.4868 4.7991 0.8778 0.184
 30 2.009230e+05 4.5201 3.4861 4.7642 0.8779 0.168
 31 2.089510e+05 4.5212 3.4849 4.7233 0.8780 0.155
 32 2.170170e+05 4.5217 3.4842 4.6746 0.8781 0.145
 33 2.251240e+05 4.5212 3.4828 4.6165 0.8782 0.138
 34 2.332760e+05 4.5196 3.4819 4.5455 0.8783 0.134
 35 2.414780e+05 4.5165 3.4802 4.4580 0.8783 0.133
 36 2.497380e+05 4.5111 3.4789 4.3451 0.8784 0.137
 37 2.580630e+05 4.5025 3.4767 4.1947 0.8785 0.147
 38 2.664660e+05 4.4881 3.4738 3.9756 0.8786 0.166
 39 2.749630e+05 4.4585 3.4686 3.5624 0.8787 0.192
 40 2.835890e+05 4.3750 3.4440 2.2187 0.8788 0.224
