#n   age/yr      logL   logTef grav    logTc  logrho Xc     Yc     Xc_C   Xc_O   Q_conv Q_disc L_H/L Q1_H Q2_H L_He/L Q1_He Q2_He L_C/L L_nu/L Q_Tmax phase
#(1) (2)         (3)    (4)    (5)     (6)    (7)    (8)    (9)    (10)   (11)   (12)   (13)   (14) (15)  (16) (17)   (18)  (19)  (20)  (21)   (22)   (23) 
  1 0.000000e+00 1.7155 3.6779 2.6354  8.0502 4.4909 0.0000 0.9588 0.0246 0.0008 0.000 0.225  0.864 0.216 0.229 0.132 0.000 0.022 0.000 0.000 0.000 bcheb
  2 4.701209e+07 1.7170 3.6807 2.6451  8.0719 4.3751 0.0000 0.6968 0.2506 0.0342 0.093 0.246  0.772 0.234 0.247 0.228 0.000 0.031 0.000 0.000 0.000 
  3 7.664398e+07 1.7352 3.6809 2.6277  8.0877 4.3171 0.0000 0.5355 0.3600 0.0847 0.099 0.257  0.698 0.244 0.259 0.301 0.000 0.036 0.000 0.000 0.000 
  4 7.978295e+07 1.7371 3.6809 2.6258  8.0896 4.3136 0.0000 0.5147 0.3730 0.0925 0.098 0.259  0.689 0.245 0.260 0.310 0.000 0.037 0.000 0.000 0.000 tmaxcheb
  5 1.253074e+08 1.7766 3.6799 2.5823  8.1266 4.2751 0.0000 0.2288 0.4750 0.2753 0.104 0.275  0.539 0.258 0.276 0.461 0.000 0.045 0.000 0.001 0.000 
  6 1.464997e+08 1.8145 3.6773 2.5340  8.1559 4.3075 0.0000 0.1052 0.4324 0.4413 0.100 0.280  0.484 0.264 0.281 0.514 0.000 0.052 0.000 0.002 0.000 
  7 1.562998e+08 1.8520 3.6739 2.4829  8.1799 4.3580 0.0000 0.0516 0.3683 0.5587 0.102 0.283  0.483 0.267 0.282 0.515 0.000 0.057 0.000 0.002 0.000 
  8 1.592518e+08 1.8900 3.6704 2.4309  8.2005 4.4220 0.0000 0.0242 0.3315 0.6228 0.100 0.283  0.517 0.268 0.282 0.477 0.000 0.058 0.000 0.003 0.000 
  9 1.607120e+08 1.9278 3.6671 2.3799  8.2173 4.4787 0.0000 0.0117 0.3062 0.6603 0.100 0.284  0.555 0.269 0.281 0.431 0.000 0.061 0.000 0.004 0.000 
 10 1.614945e+08 1.9644 3.6640 2.3309  8.2314 4.5295 0.0000 0.0060 0.2917 0.6805 0.100 0.284  0.594 0.269 0.281 0.383 0.000 0.062 0.000 0.005 0.000 
 11 1.619339e+08 2.0022 3.6607 2.2799  8.2449 4.5805 0.0000 0.0030 0.2832 0.6919 0.100 0.284  0.633 0.270 0.280 0.326 0.000 0.062 0.000 0.005 0.000 
 12 1.621818e+08 2.0436 3.6574 2.2253  8.2583 4.6347 0.0000 0.0013 0.2785 0.6983 0.087 0.284  0.671 0.270 0.279 0.252 0.100 0.107 0.000 0.006 0.000 
 13 1.623241e+08 2.0809 3.6541 2.1748  8.2697 4.6887 0.0000 0.0005 0.2761 0.7015 0.069 0.284  0.702 0.270 0.279 0.162 0.100 0.121 0.000 0.006 0.000 
 14 1.624135e+08 2.1220 3.6507 2.1201  8.2797 4.7567 0.0000 0.0001 0.2749 0.7031 0.036 0.284  0.730 0.270 0.278 0.051 0.100 0.141 0.000 0.007 0.000 
 15 1.624789e+08 2.1592 3.6476 2.0705  8.2777 4.8241 0.0000 0.0000 0.2746 0.7034 0.000 0.284  0.745 0.270 0.278 0.015 0.006 0.146 0.000 0.007 0.000 
 16 1.625359e+08 2.1939 3.6446 2.0238  8.2781 4.8782 0.0000 0.0000 0.2746 0.7034 0.000 0.284  0.754 0.270 0.278 0.022 0.015 0.149 0.000 0.007 0.000 
 17 1.625919e+08 2.2303 3.6417 1.9758  8.2805 4.9259 0.0000 0.0000 0.2746 0.7034 0.000 0.284  0.763 0.271 0.277 0.037 0.020 0.152 0.000 0.007 0.000 
 18 1.626554e+08 2.2712 3.6386 1.9225  8.2829 4.9757 0.0000 0.0000 0.2746 0.7034 0.000 0.284  0.773 0.271 0.277 0.075 0.026 0.161 0.000 0.007 0.000 
 19 1.627381e+08 2.3005 3.6362 1.8836  8.2767 5.0212 0.0000 0.0000 0.2746 0.7034 0.000 0.284  0.770 0.271 0.277 0.211 0.036 0.161 0.000 0.007 0.000 lmaxeagb
 20 1.628663e+08 2.2736 3.6384 1.9193  8.2598 5.0399 0.0000 0.0000 0.2746 0.7034 0.000 0.284  0.737 0.271 0.278 0.281 0.044 0.163 0.000 0.006 0.000 
 21 1.630494e+08 2.2279 3.6420 1.9794  8.2413 5.0769 0.0000 0.0000 0.2746 0.7034 0.000 0.284  0.668 0.272 0.278 0.321 0.048 0.166 0.000 0.006 0.000 
 22 1.634837e+08 2.1845 3.6455 2.0368  8.2105 5.1350 0.0000 0.0000 0.2746 0.7034 0.000 0.284  0.561 0.272 0.279 0.432 0.061 0.167 0.000 0.006 0.000 
 23 1.661262e+08 2.1546 3.6481 2.0771  8.1547 5.2811 0.0000 0.0000 0.2746 0.7034 0.000 0.284  0.275 0.274 0.281 0.726 0.087 0.179 0.000 0.006 0.000 lmineagb
