#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1870 3.5230 4.5000 0.8270 0.355
  2 6.333800e+03 4.2052 3.5207 4.5000 0.8281 0.356
  3 1.322010e+04 4.2224 3.5188 4.4999 0.8289 0.358
  4 2.065920e+04 4.2390 3.5170 4.4999 0.8297 0.361
  5 2.867530e+04 4.2547 3.5152 4.4998 0.8304 0.365
  6 3.725570e+04 4.2694 3.5131 4.4997 0.8311 0.371
  7 4.636230e+04 4.2828 3.5116 4.4994 0.8317 0.379
  8 5.594220e+04 4.2950 3.5102 4.4991 0.8323 0.389
  9 6.593680e+04 4.3060 3.5088 4.4987 0.8328 0.400
 10 7.628680e+04 4.3157 3.5072 4.4982 0.8332 0.412
 11 8.693730e+04 4.3244 3.5061 4.4974 0.8335 0.426
 12 9.783860e+04 4.3323 3.5050 4.4965 0.8339 0.441
 13 1.089480e+05 4.3393 3.5040 4.4954 0.8341 0.457
 14 1.202290e+05 4.3458 3.5031 4.4940 0.8344 0.474
 15 1.316520e+05 4.3518 3.5022 4.4923 0.8346 0.492
 16 1.431910e+05 4.3574 3.5014 4.4904 0.8348 0.510
 17 1.548280e+05 4.3627 3.5005 4.4881 0.8349 0.530
 18 1.665440e+05 4.3677 3.4997 4.4855 0.8351 0.549
 19 1.783280e+05 4.3727 3.4989 4.4824 0.8352 0.569
 20 1.901680e+05 4.3775 3.4980 4.4788 0.8354 0.590
 21 2.020570e+05 4.3822 3.4972 4.4747 0.8355 0.610
 22 2.139880e+05 4.3868 3.4963 4.4700 0.8356 0.631
 23 2.259570e+05 4.3914 3.4955 4.4645 0.8357 0.653
 24 2.379580e+05 4.3959 3.4947 4.4582 0.8358 0.674
 25 2.499900e+05 4.4004 3.4941 4.4509 0.8359 0.696
 26 2.620490e+05 4.4048 3.4933 4.4425 0.8360 0.718
 27 2.741360e+05 4.4091 3.4924 4.4327 0.8361 0.740
 28 2.862480e+05 4.4133 3.4915 4.4213 0.8361 0.761
 29 2.983850e+05 4.4175 3.4905 4.4078 0.8362 0.782
 30 3.105480e+05 4.4214 3.4895 4.3920 0.8363 0.801
 31 3.227360e+05 4.4252 3.4886 4.3736 0.8364 0.819
 32 3.349520e+05 4.4286 3.4878 4.3517 0.8365 0.836
 33 3.471960e+05 4.4317 3.4867 4.3256 0.8366 0.850
 34 3.594680e+05 4.4344 3.4855 4.2941 0.8366 0.863
 35 3.717730e+05 4.4365 3.4842 4.2558 0.8367 0.875
 36 3.841140e+05 4.4379 3.4829 4.2089 0.8368 0.887
 37 3.964950e+05 4.4382 3.4816 4.1508 0.8369 0.900
 38 4.089220e+05 4.4371 3.4803 4.0766 0.8370 0.916
 39 4.213990e+05 4.4339 3.4786 3.9788 0.8371 0.936
 40 4.339360e+05 4.4273 3.4765 3.8450 0.8372 0.962
 41 4.465390e+05 4.4262 3.4745 3.7772 0.8373 0.993
 42 4.591540e+05 4.3477 3.4309 2.6955 0.8374 1.032
 43 4.721850e+05 4.3511 3.3983 2.6945 0.8382 1.076
 44 4.839490e+05 4.3537 3.3903 2.6933 0.8386 1.115
 45 4.957400e+05 4.3567 3.3859 2.6920 0.8392 1.157
 46 5.075670e+05 4.3598 3.3825 2.6906 0.8399 1.200
 47 5.194230e+05 4.3629 3.3798 2.6891 0.8405 1.244
 48 5.312970e+05 4.3253 3.3620 2.0887 0.8412 1.288
