#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2876 3.5628 2.2000 0.5197 0.344
  2 1.064360e+05 3.3136 3.5603 2.2000 0.5211 0.344
  3 2.186960e+05 3.3425 3.5575 2.2000 0.5226 0.344
  4 3.371190e+05 3.3740 3.5544 2.2000 0.5245 0.344
  5 4.617900e+05 3.4078 3.5511 2.2000 0.5268 0.344
  6 5.924030e+05 3.4437 3.5474 2.2000 0.5295 0.344
  7 7.281490e+05 3.4811 3.5434 2.2000 0.5326 0.344
  8 8.676820e+05 3.5194 3.5395 2.2000 0.5362 0.344
  9 1.009210e+06 3.5577 3.5351 2.2000 0.5404 0.344
 10 1.150700e+06 3.5953 3.5313 2.2000 0.5450 0.344
 11 1.290180e+06 3.6316 3.5271 2.2000 0.5501 0.344
 12 1.425980e+06 3.6661 3.5235 2.2000 0.5556 0.344
 13 1.556850e+06 3.6985 3.5196 2.1999 0.5615 0.344
 14 1.681980e+06 3.7288 3.5164 2.1999 0.5676 0.344
 15 1.800960e+06 3.7568 3.5130 2.1997 0.5740 0.344
 16 1.913650e+06 3.7828 3.5102 2.1995 0.5805 0.344
 17 2.020120e+06 3.8069 3.5072 2.1990 0.5872 0.344
 18 2.120560e+06 3.8292 3.5045 2.1982 0.5938 0.344
 19 2.215230e+06 3.8499 3.5021 2.1969 0.6005 0.344
 20 2.304430e+06 3.8692 3.4995 2.1949 0.6072 0.344
 21 2.388500e+06 3.8872 3.4975 2.1917 0.6138 0.362
 22 2.467760e+06 3.9022 3.4955 2.1871 0.6195 0.394
 23 2.543530e+06 3.9152 3.4931 2.1806 0.6245 0.436
 24 2.616860e+06 3.9266 3.4911 2.1715 0.6290 0.485
 25 2.688240e+06 3.9370 3.4891 2.1587 0.6332 0.539
 26 2.757880e+06 3.9464 3.4873 2.1408 0.6372 0.598
 27 2.825820e+06 3.9552 3.4849 2.1147 0.6410 0.658
 28 2.892040e+06 3.9636 3.4821 2.0745 0.6447 0.720
 29 2.956430e+06 3.9716 3.4782 2.0057 0.6483 0.779
 30 3.018840e+06 3.9795 3.4701 1.8206 0.6521 0.831
 31 3.065590e+06 3.9822 3.4451 0.6545 0.6545 0.831
