#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4037 3.5168 1.3000 0.5365 0.364
  2 9.312490e+04 3.4319 3.5132 1.2999 0.5382 0.364
  3 1.927480e+05 3.4634 3.5092 1.2998 0.5402 0.364
  4 2.991480e+05 3.4978 3.5053 1.2995 0.5427 0.364
  5 4.121060e+05 3.5343 3.5006 1.2987 0.5457 0.364
  6 5.307160e+05 3.5723 3.4954 1.2965 0.5492 0.364
  7 6.533530e+05 3.6106 3.4903 1.2901 0.5534 0.364
  8 7.778590e+05 3.6483 3.4840 1.2705 0.5581 0.364
  9 9.019360e+05 3.6843 3.4743 1.1912 0.5634 0.364
 10 9.962500e+05 3.7032 3.4577 0.5671 0.5671 0.364
