#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2879 3.5785 1.3000 0.5391 0.347
  2 1.465680e+05 3.3426 3.5733 1.3000 0.5414 0.359
  3 3.220130e+05 3.4073 3.5670 1.3000 0.5445 0.408
  4 5.222310e+05 3.4778 3.5596 1.3000 0.5487 0.532
  5 7.362110e+05 3.5476 3.5512 1.3000 0.5539 0.761
  6 9.510930e+05 3.6111 3.5425 1.2999 0.5599 1.090
  7 1.158420e+06 3.6662 3.5076 1.2988 0.5664 1.472
  8 1.354510e+06 3.7128 3.4756 1.2960 0.5734 1.873
  9 1.538320e+06 3.7521 3.4582 1.2917 0.5806 2.274
 10 1.709850e+06 3.7854 3.4447 1.2857 0.5879 2.662
 11 1.869530e+06 3.8141 3.4332 1.2781 0.5954 3.031
 12 2.018000e+06 3.8391 3.4227 1.2610 0.6029 3.369
 13 2.141740e+06 3.8564 3.3962 0.6089 0.6089 3.369
