#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4194 3.5796 1.7000 0.5194 0.323
  2 1.758000e+05 3.4396 3.5778 1.7000 0.5212 0.323
  3 3.789950e+05 3.4658 3.5754 1.7000 0.5236 0.323
  4 6.089330e+05 3.4983 3.5724 1.7000 0.5270 0.323
  5 8.583330e+05 3.5361 3.5688 1.7000 0.5315 0.401
  6 1.114500e+06 3.5745 3.5644 1.7000 0.5363 0.597
  7 1.368400e+06 3.6115 3.5587 1.7000 0.5414 0.913
  8 1.616740e+06 3.6461 3.5509 1.7000 0.5467 1.320
  9 1.857550e+06 3.6779 3.5102 1.6987 0.5520 1.790
 10 2.089630e+06 3.7068 3.4932 1.6964 0.5575 2.297
 11 2.312220e+06 3.7328 3.4808 1.6929 0.5630 2.821
 12 2.524920e+06 3.7562 3.4710 1.6881 0.5686 3.345
 13 2.727550e+06 3.7773 3.4621 1.6818 0.5742 3.855
 14 2.920140e+06 3.7965 3.4543 1.6739 0.5799 4.343
 15 3.102860e+06 3.8138 3.4474 1.6645 0.5855 4.801
 16 3.276060e+06 3.8297 3.4411 1.6535 0.5910 5.229
 17 3.440090e+06 3.8444 3.4351 1.6410 0.5966 5.625
 18 3.595340e+06 3.8582 3.4296 1.6272 0.6021 5.989
 19 3.742210e+06 3.8712 3.4244 1.6120 0.6076 6.325
 20 3.881090e+06 3.8837 3.4194 1.5955 0.6132 6.634
 21 4.012340e+06 3.8957 3.4146 1.5780 0.6187 6.919
 22 4.136330e+06 3.9074 3.4098 1.5578 0.6242 7.181
 23 4.253430e+06 3.9186 3.3747 1.1475 0.6297 7.306
