#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.2360 3.5589 4.0000 0.8433 0.334
  2 6.694950e+03 4.2491 3.5576 3.9999 0.8444 0.342
  3 1.455440e+04 4.2619 3.5562 3.9998 0.8451 0.357
  4 2.353210e+04 4.2747 3.5548 3.9996 0.8456 0.380
  5 3.354640e+04 4.2870 3.5533 3.9993 0.8461 0.411
  6 4.441180e+04 4.2985 3.5518 3.9989 0.8465 0.450
  7 5.592140e+04 4.3088 3.5503 3.9983 0.8468 0.496
  8 6.789400e+04 4.3180 3.5489 3.9975 0.8471 0.547
  9 8.018960e+04 4.3260 3.5475 3.9965 0.8473 0.603
 10 9.270720e+04 4.3331 3.5461 3.9952 0.8474 0.662
 11 1.053770e+05 4.3394 3.5447 3.9936 0.8475 0.723
 12 1.181510e+05 4.3450 3.5434 3.9916 0.8476 0.786
 13 1.309980e+05 4.3502 3.5420 3.9892 0.8476 0.850
 14 1.438970e+05 4.3550 3.5405 3.9863 0.8477 0.914
 15 1.568360e+05 4.3595 3.5388 3.9827 0.8477 0.980
 16 1.698050e+05 4.3638 3.5358 3.9810 0.8477 1.045
 17 1.827960e+05 4.3682 3.5178 3.9809 0.8477 1.111
 18 1.958040e+05 4.3724 3.5074 3.9808 0.8478 1.177
 19 2.088260e+05 4.3766 3.5015 3.9807 0.8478 1.242
 20 2.218590e+05 4.3808 3.4973 3.9805 0.8478 1.306
 21 2.349020e+05 4.3849 3.4939 3.9803 0.8478 1.368
 22 2.479550e+05 4.3891 3.4909 3.9801 0.8478 1.425
 23 2.610160e+05 4.3933 3.4883 3.9798 0.8479 1.474
 24 2.740870e+05 4.3975 3.4855 3.9795 0.8479 1.513
 25 2.871650e+05 4.4017 3.4835 3.9792 0.8479 1.536
 26 3.002520e+05 4.4060 3.4813 3.9789 0.8479 1.542
 27 3.133470e+05 4.4103 3.4788 3.9786 0.8479 1.528
 28 3.264490e+05 4.4146 3.4771 3.9781 0.8480 1.492
 29 3.395600e+05 4.4189 3.4751 3.9770 0.8480 1.436
 30 3.526790e+05 4.4230 3.4737 3.9737 0.8480 1.360
 31 3.658090e+05 4.4268 3.4729 3.9650 0.8480 1.270
 32 3.789560e+05 4.4301 3.4726 3.9511 0.8480 1.167
 33 3.921240e+05 4.4338 3.4746 3.9409 0.8480 1.053
 34 4.053120e+05 4.4381 3.4821 3.9387 0.8481 0.930
 35 4.185110e+05 4.4393 3.5162 3.9011 0.8481 0.819
 36 4.317520e+05 4.4375 3.5165 3.8333 0.8481 0.740
 37 4.450690e+05 4.4321 3.5153 3.7276 0.8481 0.704
 38 4.584960e+05 4.4232 3.5136 3.5871 0.8482 0.728
 39 4.720580e+05 4.4075 3.5103 3.3732 0.8482 0.814
 40 4.857980e+05 4.3685 3.5035 2.8866 0.8483 0.924
 41 4.998470e+05 4.2793 3.4856 1.1989 0.8485 1.041
 42 5.143510e+05 4.2835 3.4399 1.1983 0.8513 1.206
