#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3341 3.5779 1.4000 0.5404 0.334
  2 1.443080e+05 3.3827 3.5733 1.4000 0.5427 0.355
  3 3.178430e+05 3.4400 3.5676 1.4000 0.5457 0.420
  4 5.155950e+05 3.5031 3.5608 1.4000 0.5497 0.567
  5 7.275870e+05 3.5664 3.5528 1.4000 0.5546 0.830
  6 9.417660e+05 3.6247 3.5442 1.3999 0.5602 1.203
  7 1.149760e+06 3.6756 3.5009 1.3985 0.5663 1.641
  8 1.347700e+06 3.7190 3.4766 1.3957 0.5728 2.098
  9 1.534250e+06 3.7557 3.4607 1.3912 0.5796 2.555
 10 1.709270e+06 3.7868 3.4477 1.3852 0.5864 2.996
 11 1.873090e+06 3.8135 3.4374 1.3775 0.5933 3.415
 12 2.026220e+06 3.8368 3.4281 1.3682 0.6003 3.807
 13 2.169250e+06 3.8574 3.4198 1.3554 0.6072 4.168
 14 2.299140e+06 3.8749 3.4088 0.6137 0.6137 4.168
