 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.372  3.629  4.926  6.938  1.905  0.749 6.83E-4 1.92E-3 0.0811 0.3233 -1.371 0.0000 0.0478  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 4.92566E+09 -1.351  3.630  4.908  6.935  1.926  0.699 6.54E-4 1.92E-3 0.0000 0.5436 -1.350 0.0000 0.0603  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.51820E+10 -1.327  3.631  4.891  6.944  1.987  0.600 5.55E-4 1.92E-3 0.0000 0.6036 -1.327 0.0000 0.0603  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.36280E+10 -1.307  3.633  4.876  6.954  2.041  0.521 4.46E-4 1.92E-3 0.0000 0.6206 -1.307 0.0000 0.0673  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
