 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -2.100  3.586  5.131  6.826  2.288  0.755 6.85E-4 1.92E-3 0.0000 0.0000 -2.100 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.40022E+10 -2.039  3.590  5.084  6.813  2.220  0.735 6.85E-4 1.92E-3 0.0000 0.0000 -2.039 0.0000 0.0206  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
