 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.484  3.622  4.960  6.922  1.909  0.750 6.84E-4 1.92E-3 0.1478 0.3112 -1.483 0.0000 0.0430  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 8.05929E+09 -1.463  3.623  4.942  6.922  1.927  0.700 6.74E-4 1.92E-3 0.0108 0.3525 -1.463 0.0000 0.0430  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.01920E+10 -1.447  3.624  4.930  6.931  1.988  0.597 6.10E-4 1.92E-3 0.0000 0.4208 -1.446 0.0000 0.0399  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.34245E+10 -1.442  3.624  4.927  6.933  2.003  0.574 5.91E-4 1.92E-3 0.0000 0.4313 -1.442 0.0000 0.0399  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
