 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.755  3.609  5.052  6.895  2.095  0.756 6.85E-4 1.92E-3 0.0000 0.0000 -1.754 0.0000 0.0067  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.53203E+10 -1.682  3.612  4.992  6.875  2.007  0.735 6.85E-4 1.92E-3 0.0000 0.0000 -1.682 0.0000 0.0383  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
