 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.629  3.617  5.025  6.920  2.025  0.756 6.85E-4 1.92E-3 0.0000 0.0000 -1.628 0.0000 0.0157  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.53203E+10 -1.560  3.619  4.965  6.900  1.937  0.734 6.84E-4 1.92E-3 0.0000 0.0000 -1.560 0.0000 0.0446  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
